rep,method,total_causal_features,causal_removed,causal_remaining,causal_selected,selection_accuracy,selected_features_original,selected_features_truncated,accepted_sets,accepted_pvals
1,sgreedy,6,5,1,1,1.0,"5,6,7,8,11","0,1,2,3,6","[(0, 1, 2, 3, 6)]",[6.864082648215892e-19]
1,shat,6,6,0,0,0.0,"7,9,10","1,3,4","[(1, 3, 4)]",[]
1,sgreedy,6,6,0,0,0.0,6,0,"[(0,)]",[2.630623530048473e-90]
2,shat,6,0,6,6,1.0,"0,1,2,3,4,5,11","0,1,2,3,4,5,11","[(0, 1, 3), (0, 1, 2, 3), (0, 1, 2, 3, 4), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5, 9), (0, 1, 2, 3, 4, 5, 11)]","[0.04884215647056392, 0.016183039327703718, 0.016769289151372366, 0.21048755653438037, 0.1518332042619883, 0.027145109307742044]"
2,sgreedy,6,0,6,6,1.0,"0,1,2,3,4,5","0,1,2,3,4,5","[(0, 1, 3), (0, 1, 2, 3), (0, 1, 2, 3, 4), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5, 11), (0, 1, 2, 3, 4, 5)]","[0.04884215647056392, 0.016183039327703718, 0.016769289151372366, 0.21048755653438037, 0.027145109307742044, 0.21048755653438037]"
2,shat,6,1,5,2,0.4,"2,3,8,9,10","1,2,7,8,9","[(1, 2, 7, 8, 9)]",[]
2,sgreedy,6,1,5,4,0.8,"1,2,3,4,8","0,1,2,3,7","[(0, 1, 2, 3, 7)]",[0.0020222132499316116]
2,shat,6,2,4,2,0.5,"2,3,8,9,10","0,1,6,7,8","[(0, 1, 6, 7, 8)]",[]
2,sgreedy,6,2,4,3,0.75,"2,3,4,9","0,1,2,7","[(0, 1, 2, 7)]",[4.224695240434771e-06]
2,shat,6,3,3,2,0.6666666666666666,"3,5,8,9,10","0,2,5,6,7","[(0, 2, 5, 6, 7)]",[]
2,sgreedy,6,3,3,2,0.6666666666666666,"3,4,9","0,1,6","[(0, 1, 6)]",[5.329345615168361e-07]
2,shat,6,4,2,1,0.5,"4,9","0,5","[(0, 5)]",[]
2,sgreedy,6,4,2,1,0.5,"4,9","0,5","[(0, 5)]",[6.841639734811412e-85]
2,shat,6,5,1,0,0.0,9,4,"[(4,)]",[]
2,sgreedy,6,5,1,0,0.0,9,4,"[(4,)]",[3.4143809485941964e-85]
2,shat,6,6,0,0,0.0,9,3,"[(3,)]",[]
2,sgreedy,6,6,0,0,0.0,9,3,"[(3,)]",[3.4143809485941964e-85]
3,shat,6,0,6,6,1.0,"0,1,2,3,4,5,7","0,1,2,3,4,5,7","[(0, 1, 2), (0, 2, 5), (0, 1, 2, 5), (0, 1, 2, 3, 5), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 5, 6), (0, 1, 2, 3, 5, 7), (0, 1, 2, 3, 4, 5, 7)]","[0.04266386889240265, 0.040565107775085894, 0.7081903153123237, 0.8792592128087057, 0.8801411609472078, 0.03137684536877326, 0.02643444060337538, 0.012925868431900878]"
3,sgreedy,6,0,6,5,0.8333333333333334,"0,1,2,3,5,7","0,1,2,3,5,7","[(0, 2, 5), (0, 1, 2, 5), (0, 1, 2, 3, 5), (0, 1, 2, 3, 5, 7), (0, 1, 2, 3, 4, 5, 7), (0, 1, 2, 3, 5, 7)]","[0.040565107775085894, 0.7081903153123237, 0.8792592128087057, 0.02643444060337538, 0.012925868431900878, 0.02643444060337538]"
3,shat,6,1,5,4,0.8,"1,2,3,4","0,1,2,3","[(0, 1, 2, 3)]",[]
3,sgreedy,6,1,5,4,0.8,"1,2,3,4","0,1,2,3","[(0, 1, 2, 3)]",[0.0002922802732721413]
3,shat,6,2,4,3,0.75,"2,3,4","0,1,2","[(0, 1, 2)]",[]
3,sgreedy,6,2,4,3,0.75,"2,3,4","0,1,2","[(0, 1, 2)]",[5.7310852555322494e-05]
3,shat,6,3,3,3,1.0,"3,4,5","0,1,2","[(0, 1, 2)]",[]
3,sgreedy,6,3,3,3,1.0,"3,4,5","0,1,2","[(0, 1, 2)]",[1.0629954005279623e-25]
3,shat,6,4,2,2,1.0,"4,5","0,1","[(0, 1)]",[]
3,sgreedy,6,4,2,2,1.0,"4,5","0,1","[(0, 1)]",[3.631461013425917e-28]
3,shat,6,5,1,1,1.0,5,0,"[(0,)]",[]
3,sgreedy,6,5,1,1,1.0,5,0,"[(0,)]",[1.7667079543212483e-57]
3,shat,6,6,0,0,0.0,6,0,"[(0,)]",[]
3,sgreedy,6,6,0,0,0.0,6,0,"[(0,)]",[5.2023995805033325e-95]
4,shat,6,0,6,6,1.0,"0,1,2,3,4,5,10","0,1,2,3,4,5,10","[(0,), (0, 1), (0, 3), (0, 1, 3), (0, 1, 2, 3), (0, 1, 3, 4), (0, 1, 2, 3, 4), (0, 1, 3, 4, 5), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5, 10)]","[0.012294635939831664, 0.04247925727862642, 0.9086213997209339, 0.7817154559001948, 0.7825488423281928, 0.7704070688988295, 0.7568985117817262, 0.6012827107025978, 0.700017757754533, 0.6863803248948804]"
4,sgreedy,6,0,6,6,1.0,"0,1,2,3,4,5","0,1,2,3,4,5","[(0,), (0, 3), (0, 1, 3), (0, 1, 3, 4), (0, 1, 3, 4, 5), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5, 10), (0, 1, 2, 3, 4, 5)]","[0.012294635939831664, 0.9086213997209339, 0.7817154559001948, 0.7704070688988295, 0.6012827107025978, 0.700017757754533, 0.6863803248948804, 0.700017757754533]"
4,shat,6,1,5,5,1.0,"1,2,3,4,5,10","0,1,2,3,4,9","[(0,), (2,), (0, 2), (0, 1, 2), (0, 1, 2, 3), (0, 1, 2, 4), (0, 1, 2, 3, 4), (0, 1, 2, 3, 4, 9)]","[0.07273000404846067, 0.0953920429260632, 0.09207320934183784, 0.3601893043584856, 0.8005695449635969, 0.4678616102854596, 0.95201131063618, 0.9724336462040548]"
4,sgreedy,6,1,5,5,1.0,"1,2,3,4,5","0,1,2,3,4","[(2,), (0, 2), (0, 1, 2), (0, 1, 2, 4), (0, 1, 2, 3, 4), (0, 1, 2, 3, 4, 9), (0, 1, 2, 3, 4)]","[0.0953920429260632, 0.09207320934183784, 0.3601893043584856, 0.4678616102854596, 0.95201131063618, 0.9724336462040548, 0.95201131063618]"
4,shat,6,2,4,4,1.0,"2,3,4,5,10","0,1,2,3,8","[(1,), (0, 1), (1, 3), (0, 1, 2), (0, 1, 3), (0, 1, 2, 3), (0, 1, 2, 3, 7), (0, 1, 2, 3, 8)]","[0.0953920429260632, 0.23518724978451613, 0.12978833380788218, 0.37417220916231203, 0.5046854641468589, 0.6248557559959298, 0.016521404318793217, 0.5295694543371903]"
4,sgreedy,6,2,4,4,1.0,"2,3,4,5","0,1,2,3","[(1,), (1, 3), (0, 1, 3), (0, 1, 2, 3), (0, 1, 2, 3, 8), (0, 1, 2, 3)]","[0.0953920429260632, 0.12978833380788218, 0.5046854641468589, 0.6248557559960959, 0.5295694543371903, 0.6248557559959298]"
4,shat,6,3,3,3,1.0,"3,4,5,10","0,1,2,7","[(0,), (0, 1), (0, 2), (0, 1, 2), (0, 1, 2, 7)]","[0.0953920429260632, 0.13670986914582353, 0.12978833380788218, 0.18046944198548678, 0.12942117394297512]"
4,sgreedy,6,3,3,3,1.0,"3,4,5","0,1,2","[(0,), (0, 2), (0, 1, 2), (0, 1, 2, 7), (0, 1, 2)]","[0.0953920429260632, 0.12978833380788218, 0.18046944198548678, 0.12942117394297512, 0.18046944198548678]"
4,shat,6,4,2,2,1.0,"4,5,10","0,1,6","[(0,), (1,), (0, 1), (0, 1, 6)]","[0.14451236756743632, 0.25637191596901027, 0.7079663018158227, 0.7111409761797827]"
4,sgreedy,6,4,2,2,1.0,"4,5","0,1","[(1,), (0, 1), (0, 1, 6), (0, 1)]","[0.25637191596901027, 0.7079663018159079, 0.7111409761797827, 0.7079663018158227]"
4,shat,6,5,1,1,1.0,"5,10","0,5","[(0,), (0, 5)]","[0.25637191596901027, 0.014241200560181447]"
4,sgreedy,6,5,1,1,1.0,5,0,"[(0,), (0, 5), (0,)]","[0.25637191596901027, 0.014241200560181447, 0.25637191596901027]"
4,shat,6,6,0,0,0.0,9,3,"[(3,)]",[]
4,sgreedy,6,6,0,0,0.0,9,3,"[(3,)]",[4.491397442628324e-05]
5,shat,6,0,6,6,1.0,"0,1,2,3,4,5,6,11","0,1,2,3,4,5,6,11","[(1, 2), (0, 1, 5), (0, 1, 2, 5), (0, 1, 2, 3, 5), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5, 6), (0, 1, 2, 3, 4, 5, 6, 11)]","[0.011749606729620643, 0.3863850018459523, 0.035140799563670125, 0.48265460709370744, 0.5679374096351146, 0.2542704798473693, 0.39757293587126663]"
5,sgreedy,6,0,6,2,0.3333333333333333,"1,2","1,2","[(1, 2), (1, 2)]","[0.011749606729620643, 0.011749606729620643]"
5,shat,6,1,5,4,0.8,"1,2,4,5,6","0,1,3,4,5","[(0, 1), (0, 1, 4, 5), (0, 1, 3, 4, 5)]","[0.011749606729620643, 0.010198372637022942, 0.015369513826136105]"
5,sgreedy,6,1,5,2,0.4,"1,2","0,1","[(0, 1), (0, 1)]","[0.011749606729620643, 0.011749606729620643]"
5,shat,6,2,4,2,0.5,"2,5,6,7,11","0,3,4,5,9","[(0, 3, 4, 5, 9)]",[]
5,sgreedy,6,2,4,2,0.5,"2,5,6,7,11","0,3,4,5,9","[(0, 3, 4, 5, 9)]",[8.342719266750451e-05]
5,shat,6,3,3,1,0.3333333333333333,"5,6,7,11","2,3,4,8","[(2, 3, 4, 8)]",[]
5,sgreedy,6,3,3,1,0.3333333333333333,"3,7","0,4","[(0, 4)]",[2.9483544914215506e-25]
5,shat,6,4,2,1,0.5,"5,6,7,11","1,2,3,7","[(1, 2, 3, 7)]",[]
5,sgreedy,6,4,2,0,0.0,7,3,"[(3,)]",[4.203899152112127e-30]
5,shat,6,5,1,1,1.0,"5,6,7,11","0,1,2,6","[(0, 1, 2, 6)]",[]
5,sgreedy,6,5,1,0,0.0,7,2,"[(2,)]",[4.203899152112127e-30]
5,shat,6,6,0,0,0.0,7,1,"[(1,)]",[]
5,sgreedy,6,6,0,0,0.0,7,1,"[(1,)]",[4.203899152112127e-30]
6,shat,6,0,6,5,0.8333333333333334,"0,2,3,4,5,8","0,2,3,4,5,8","[(0, 2, 5), (0, 1, 2, 5), (0, 2, 3, 5), (0, 2, 3, 4, 5), (0, 2, 3, 5, 8), (0, 1, 2, 3, 5, 8), (0, 2, 3, 4, 5, 8)]","[0.10205964589908395, 0.09097149327957671, 0.04514621084666701, 0.04076699526307889, 0.05486474215262354, 0.04911065243460065, 0.032338667916304895]"
6,sgreedy,6,0,6,5,0.8333333333333334,"0,2,3,4,5,8","0,2,3,4,5,8","[(0, 2, 5), (0, 2, 3, 5), (0, 2, 3, 5, 8), (0, 2, 3, 4, 5, 8), (0, 1, 2, 3, 4, 5, 8), (0, 2, 3, 4, 5, 8)]","[0.10205964589908395, 0.04514621084666701, 0.05486474215262354, 0.032338667916304895, 0.03152797480357528, 0.032338667916304895]"
6,shat,6,1,5,4,0.8,"1,2,3,5","0,1,2,4","[(0, 1, 2, 4)]",[0.01001588755467032]
6,sgreedy,6,1,5,4,0.8,"1,2,3,5","0,1,2,4","[(0, 1, 2, 4), (0, 1, 2, 4)]","[0.01001588755467032, 0.01001588755467032]"
6,shat,6,2,4,4,1.0,"2,3,4,5,8","0,1,2,3,6","[(0, 1, 2, 3, 6)]",[]
6,sgreedy,6,2,4,4,1.0,"2,3,4,5,8","0,1,2,3,6","[(0, 1, 2, 3, 6)]",[0.006403338316435811]
6,shat,6,3,3,2,0.6666666666666666,"4,5","1,2","[(1, 2)]",[]
6,sgreedy,6,3,3,2,0.6666666666666666,"4,5","1,2","[(1, 2)]",[2.373837974868293e-14]
6,shat,6,4,2,2,1.0,"4,5","0,1","[(0, 1)]",[]
6,sgreedy,6,4,2,2,1.0,"4,5","0,1","[(0, 1)]",[2.373837974868293e-14]
6,shat,6,5,1,1,1.0,"5,8","0,3","[(0, 3)]",[]
6,sgreedy,6,5,1,1,1.0,"5,8","0,3","[(0, 3)]",[2.7973414388410085e-26]
6,shat,6,6,0,0,0.0,8,2,"[(2,)]",[]
6,sgreedy,6,6,0,0,0.0,8,2,"[(2,)]",[2.4692375269888683e-91]
7,shat,6,0,6,6,1.0,"0,1,2,3,4,5,7","0,1,2,3,4,5,7","[(1,), (5,), (0, 5), (2, 5), (3, 5), (0, 3, 5), (2, 3, 5), (0, 2, 3, 5), (0, 1, 2, 3, 5), (0, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5, 7)]","[0.026963794050881108, 0.28090010184771586, 0.5491920213502516, 0.4979837118020509, 0.313983261416198, 0.25919175795600163, 0.6635275456056264, 0.7923501595025098, 0.7780175858333088, 0.7604631298226365, 0.7594541260685952, 0.8671644756082488]"
7,sgreedy,6,0,6,6,1.0,"0,1,2,3,4,5","0,1,2,3,4,5","[(5,), (3, 5), (2, 3, 5), (0, 2, 3, 5), (0, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5, 7), (0, 1, 2, 3, 4, 5)]","[0.28090010184771586, 0.313983261416198, 0.6635275456056264, 0.7923501595025098, 0.7604631298226365, 0.7594541260685952, 0.8671644756082488, 0.7594541260685952]"
7,shat,6,1,5,5,1.0,"1,2,3,4,5","0,1,2,3,4","[(0,), (4,), (0, 4), (1, 4), (2, 4), (0, 2, 4), (1, 2, 4), (0, 1, 2, 4), (1, 2, 3, 4), (0, 1, 2, 3, 4)]","[0.026963794050881108, 0.28090010184771586, 0.15899527179374037, 0.4979837118020509, 0.313983261416198, 0.4173302271297455, 0.6635275456056264, 0.7117614635443472, 0.6872199385041469, 0.7315363091337506]"
7,sgreedy,6,1,5,5,1.0,"1,2,3,4,5","0,1,2,3,4","[(4,), (2, 4), (1, 2, 4), (1, 2, 3, 4), (0, 1, 2, 3, 4), (0, 1, 2, 3, 4, 6), (0, 1, 2, 3, 4)]","[0.28090010184771586, 0.313983261416198, 0.6635275456056264, 0.6872199385041469, 0.7315363091337506, 0.5817521870239395, 0.7315363091337506]"
7,shat,6,2,4,4,1.0,"2,3,4,5","0,1,2,3","[(3,), (0, 3), (1, 3), (0, 1, 3), (0, 1, 2, 3)]","[0.28090010184771586, 0.4979837118020509, 0.313983261416198, 0.6635275456056264, 0.6872199385041469]"
7,sgreedy,6,2,4,4,1.0,"2,3,4,5","0,1,2,3","[(3,), (1, 3), (0, 1, 3), (0, 1, 2, 3), (0, 1, 2, 3, 5), (0, 1, 2, 3)]","[0.28090010184771586, 0.313983261416198, 0.6635275456056264, 0.6872199385041469, 0.3756417750442984, 0.6872199385041469]"
7,shat,6,3,3,3,1.0,"3,4,5","0,1,2","[(2,), (0, 2), (0, 1, 2)]","[0.28090010184771586, 0.313983261416198, 0.42038932183683886]"
7,sgreedy,6,3,3,2,0.6666666666666666,"3,5","0,2","[(2,), (0, 2), (0, 1, 2), (0, 2)]","[0.28090010184771586, 0.313983261416198, 0.42038932183683886, 0.313983261416198]"
7,shat,6,4,2,2,1.0,"4,5","0,1","[(1,), (0, 1)]","[0.28090010184771586, 0.1805861183122374]"
7,sgreedy,6,4,2,1,0.5,5,1,"[(1,), (0, 1), (1,)]","[0.28090010184771586, 0.1805861183122374, 0.28090010184771586]"
7,shat,6,5,1,1,1.0,5,0,"[(0,)]",[0.28090010184771586]
7,sgreedy,6,5,1,1,1.0,5,0,"[(0,), (0, 2), (0,)]","[0.28090010184771586, 0.049256159126177916, 0.28090010184771586]"
7,shat,6,6,0,0,0.0,7,1,"[(1,)]",[]
7,sgreedy,6,6,0,0,0.0,7,1,"[(1,)]",[9.422486026788259e-12]
8,shat,6,0,6,5,0.8333333333333334,"0,1,2,3,5,7","0,1,2,3,5,7","[(0, 1, 3), (0, 1, 2, 3), (0, 1, 2, 3, 4), (0, 1, 2, 3, 5), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 5, 7)]","[0.5015579777007546, 0.7403777428777982, 0.7355272041642384, 0.7971810601854465, 0.7662623127655193, 0.03643833318189393]"
8,sgreedy,6,0,6,2,0.3333333333333333,"1,4","1,4","[(1, 4)]",[8.198871208958782e-12]
8,shat,6,1,5,4,0.8,"1,2,3,5,8","0,1,2,4,7","[(0, 1, 2, 4, 7)]",[]
8,sgreedy,6,1,5,2,0.4,"1,4","0,3","[(0, 3)]",[8.198871208958782e-12]
8,shat,6,2,4,2,0.5,"2,3,8","0,1,6","[(0, 1, 6)]",[]
8,sgreedy,6,2,4,2,0.5,"2,3,8","0,1,6","[(0, 1, 6)]",[9.687188906699047e-14]
8,shat,6,3,3,0,0.0,"9,10,11","6,7,8","[(6, 7, 8)]",[]
8,sgreedy,6,3,3,1,0.3333333333333333,4,1,"[(1,)]",[4.2963586323947295e-66]
8,shat,6,4,2,0,0.0,"9,10,11","5,6,7","[(5, 6, 7)]",[]
8,sgreedy,6,4,2,1,0.5,4,0,"[(0,)]",[4.2963586323947295e-66]
8,shat,6,5,1,0,0.0,"9,10,11","4,5,6","[(4, 5, 6)]",[]
8,sgreedy,6,5,1,1,1.0,"5,6,8,9","0,1,3,4","[(0, 1, 3, 4)]",[2.56173536530021e-84]
8,shat,6,6,0,0,0.0,"9,10,11","3,4,5","[(3, 4, 5)]",[]
8,sgreedy,6,6,0,0,0.0,"6,8,9","0,2,3","[(0, 2, 3)]",[8.511903436564545e-88]
9,shat,6,0,6,6,1.0,"0,1,2,3,4,5","0,1,2,3,4,5","[(0, 1, 5), (0, 4, 5), (0, 1, 3, 5), (0, 1, 4, 5), (0, 3, 4, 5), (0, 1, 3, 4, 5), (0, 1, 2, 3, 4, 5)]","[0.18561077295402134, 0.06640045579796545, 0.2205419847019104, 0.1335721559331891, 0.12297389142071714, 0.059476239812142465, 0.08368799623205911]"
9,sgreedy,6,0,6,5,0.8333333333333334,"0,1,3,4,5","0,1,3,4,5","[(0, 4, 5), (0, 3, 4, 5), (0, 1, 3, 4, 5), (0, 1, 2, 3, 4, 5), (0, 1, 3, 4, 5)]","[0.06640045579796545, 0.12297389142071714, 0.059476239812142465, 0.08368799623205911, 0.059476239812142465]"
9,shat,6,1,5,4,0.8,"2,3,4,5","1,2,3,4","[(1, 2, 3, 4)]",[]
9,sgreedy,6,1,5,4,0.8,"2,3,4,5","1,2,3,4","[(1, 2, 3, 4)]",[0.00025883558397699795]
9,shat,6,2,4,4,1.0,"2,3,4,5","0,1,2,3","[(0, 1, 2, 3)]",[]
9,sgreedy,6,2,4,4,1.0,"2,3,4,5","0,1,2,3","[(0, 1, 2, 3)]",[0.00025883558397699795]
9,shat,6,3,3,2,0.6666666666666666,"4,5","1,2","[(1, 2)]",[]
9,sgreedy,6,3,3,2,0.6666666666666666,"4,5","1,2","[(1, 2)]",[5.484796912991887e-11]
9,shat,6,4,2,2,1.0,"4,5","0,1","[(0, 1)]",[]
9,sgreedy,6,4,2,2,1.0,"4,5","0,1","[(0, 1)]",[5.484796912991887e-11]
9,shat,6,5,1,1,1.0,"5,7","0,2","[(0, 2)]",[]
9,sgreedy,6,5,1,1,1.0,"5,7","0,2","[(0, 2)]",[3.532675889168801e-19]
9,shat,6,6,0,0,0.0,7,1,"[(1,)]",[]
9,sgreedy,6,6,0,0,0.0,7,1,"[(1,)]",[7.325740482976091e-38]
10,shat,6,0,6,6,1.0,"0,1,2,3,4,5,11","0,1,2,3,4,5,11","[(0, 4, 5), (0, 1, 4, 5), (0, 3, 4, 5), (0, 1, 2, 4, 5), (0, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5, 11)]","[0.7111786949748943, 0.7404805146064388, 0.2847456594768001, 0.5697423343449249, 0.3014492904517811, 0.36697353755959333, 0.028929195619310878]"
10,sgreedy,6,0,6,6,1.0,"0,1,2,3,4,5","0,1,2,3,4,5","[(0, 4, 5), (0, 3, 4, 5), (0, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5, 11), (0, 1, 2, 3, 4, 5)]","[0.7111786949748943, 0.2847456594767742, 0.3014492904517811, 0.36697353755959333, 0.028929195619310878, 0.36697353755959333]"
10,shat,6,1,5,5,1.0,"1,2,3,4,5","0,1,2,3,4","[(0, 1, 3, 4), (0, 1, 2, 3, 4)]","[0.07931778210772869, 0.1270662318861564]"
10,sgreedy,6,1,5,4,0.8,"1,2,4,5","0,1,3,4","[(0, 1, 3, 4), (0, 1, 2, 3, 4), (0, 1, 3, 4)]","[0.07931778210772869, 0.1270662318861564, 0.07931778210772869]"
10,shat,6,2,4,3,0.75,"2,3,4","0,1,2","[(0, 1, 2)]",[]
10,sgreedy,6,2,4,3,0.75,"2,3,4","0,1,2","[(0, 1, 2)]",[0.0076383453610841074]
10,shat,6,3,3,3,1.0,"3,4,5","0,1,2","[(0, 1, 2)]",[]
10,sgreedy,6,3,3,3,1.0,"3,4,5","0,1,2","[(0, 1, 2)]",[0.0003478273772400393]
10,shat,6,4,2,2,1.0,"4,5,11","0,1,7","[(0, 1, 7)]",[]
10,sgreedy,6,4,2,2,1.0,"4,5,11","0,1,7","[(0, 1, 7)]",[1.7135469628757214e-06]
10,shat,6,5,1,1,1.0,5,0,"[(0,)]",[]
10,sgreedy,6,5,1,1,1.0,5,0,"[(0,)]",[8.818468954813731e-10]
10,shat,6,6,0,0,0.0,"6,9,10,11","0,3,4,5","[(0, 3, 4, 5)]",[]
10,sgreedy,6,6,0,0,0.0,"6,9,10,11","0,3,4,5","[(0, 3, 4, 5)]",[1.5690866757544946e-30]
11,shat,6,0,6,6,1.0,"0,1,2,3,4,5","0,1,2,3,4,5","[(0, 1, 4, 5), (0, 1, 2, 3, 4), (0, 1, 3, 4, 5), (0, 1, 2, 3, 4, 5)]","[0.03692229177700529, 0.06043102831510619, 0.16066235453593322, 0.31291700939229455]"
11,sgreedy,6,0,6,5,0.8333333333333334,"0,1,3,4,5","0,1,3,4,5","[(0, 1, 4, 5), (0, 1, 3, 4, 5), (0, 1, 2, 3, 4, 5), (0, 1, 3, 4, 5)]","[0.03692229177700529, 0.16066235453593322, 0.3129170093924161, 0.16066235453593322]"
11,shat,6,1,5,4,0.8,"2,3,4,5","1,2,3,4","[(1, 2, 3, 4)]",[]
11,sgreedy,6,1,5,4,0.8,"2,3,4,5","1,2,3,4","[(1, 2, 3, 4)]",[8.672443711811194e-06]
11,shat,6,2,4,4,1.0,"2,3,4,5","0,1,2,3","[(0, 1, 2, 3)]",[]
11,sgreedy,6,2,4,4,1.0,"2,3,4,5","0,1,2,3","[(0, 1, 2, 3)]",[8.672443711811194e-06]
