rep,method,total_causal_features,causal_removed,causal_remaining,causal_selected,selection_accuracy,selected_features_original,selected_features_truncated,accepted_sets,accepted_pvals
1,shat,6,1,5,4,0.8,"1,2,3,5,7","0,1,2,4,6","[(0, 1, 2, 4, 6)]",[0.021132517673284106]
1,sgreedy,6,1,5,4,0.8,"1,2,3,5,7","0,1,2,4,6","[(0, 1, 2, 4, 6), (0, 1, 2, 4, 6)]","[0.021132517673284106, 0.021132517673284106]"
1,shat,6,2,4,3,0.75,"2,4,5","0,2,3","[(0, 2, 3)]",[]
1,sgreedy,6,2,4,3,0.75,"2,4,5","0,2,3","[(0, 2, 3)]",[5.136369075847579e-18]
1,shat,6,3,3,3,1.0,"3,4,5,9","0,1,2,6","[(0, 1, 2, 6)]",[]
1,sgreedy,6,3,3,3,1.0,"3,4,5,9","0,1,2,6","[(0, 1, 2, 6)]",[3.3896883495308683e-18]
1,shat,6,4,2,2,1.0,"4,5,9","0,1,5","[(0, 1, 5)]",[]
1,sgreedy,6,4,2,2,1.0,"4,5,9","0,1,5","[(0, 1, 5)]",[2.4148160534442985e-31]
1,shat,6,5,1,0,0.0,"6,10","1,5","[(1, 5)]",[]
1,sgreedy,6,5,1,1,1.0,5,0,"[(0,)]",[9.89539695476085e-39]
1,shat,6,6,0,0,0.0,"6,10","0,4","[(0, 4)]",[]
1,sgreedy,6,6,0,0,0.0,"7,11","1,5","[(1, 5)]",[8.037910895587852e-47]
2,shat,6,0,6,6,1.0,"0,1,2,3,4,5,9","0,1,2,3,4,5,9","[(0, 1, 3), (0, 1, 2, 3), (0, 1, 2, 3, 4), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5, 9)]","[0.04884215647056392, 0.016183039327703718, 0.016769289151372366, 0.21048755653438037, 0.029407156287185418]"
2,sgreedy,6,0,6,6,1.0,"0,1,2,3,4,5","0,1,2,3,4,5","[(0, 1, 3), (0, 1, 2, 3), (0, 1, 2, 3, 4), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5, 9), (0, 1, 2, 3, 4, 5)]","[0.04884215647056392, 0.016183039327703718, 0.016769289151372366, 0.21048755653438037, 0.029407156287185418, 0.21048755653438037]"
2,shat,6,1,5,4,0.8,"1,2,3,4,8","0,1,2,3,7","[(0, 1, 2, 3, 7)]",[]
2,sgreedy,6,1,5,1,0.2,"3,8,9,10","2,7,8,9","[(2, 7, 8, 9)]",[5.995624461647719e-05]
2,shat,6,2,4,1,0.25,"3,8,9,10","1,6,7,8","[(1, 6, 7, 8)]",[]
2,sgreedy,6,2,4,1,0.25,"3,8,9,10","1,6,7,8","[(1, 6, 7, 8)]",[5.995624461647719e-05]
2,shat,6,3,3,1,0.3333333333333333,"3,8,9,10","0,5,6,7","[(0, 5, 6, 7)]",[]
2,sgreedy,6,3,3,1,0.3333333333333333,"3,8,9,10","0,5,6,7","[(0, 5, 6, 7)]",[5.995624461647719e-05]
2,shat,6,4,2,0,0.0,"6,7,8,9","2,3,4,5","[(2, 3, 4, 5)]",[]
2,sgreedy,6,4,2,1,0.5,5,1,"[(1,)]",[1.0493755890353496e-91]
2,shat,6,5,1,0,0.0,"6,7,8,9","1,2,3,4","[(1, 2, 3, 4)]",[]
2,sgreedy,6,5,1,1,1.0,5,0,"[(0,)]",[1.0493755890353496e-91]
2,shat,6,6,0,0,0.0,"6,7,8,9","0,1,2,3","[(0, 1, 2, 3)]",[]
2,sgreedy,6,6,0,0,0.0,"6,7,8,9","0,1,2,3","[(0, 1, 2, 3)]",[2.8735860541671716e-39]
3,shat,6,0,6,6,1.0,"0,1,2,3,4,5,10","0,1,2,3,4,5,10","[(0, 1, 2), (0, 2, 5), (0, 1, 2, 5), (0, 1, 2, 3, 5), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5, 10)]","[0.04266386889240265, 0.040565107775085894, 0.7081903153123237, 0.8792592128087057, 0.8801411609472078, 0.015846553723126988]"
3,sgreedy,6,0,6,6,1.0,"0,1,2,3,4,5","0,1,2,3,4,5","[(0, 2, 5), (0, 1, 2, 5), (0, 1, 2, 3, 5), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5, 10), (0, 1, 2, 3, 4, 5)]","[0.040565107775085894, 0.7081903153123237, 0.8792592128087057, 0.8801411609472078, 0.015846553723126988, 0.8801411609472078]"
3,shat,6,1,5,4,0.8,"1,2,3,4","0,1,2,3","[(0, 1, 2, 3)]",[]
3,sgreedy,6,1,5,4,0.8,"1,2,3,4","0,1,2,3","[(0, 1, 2, 3)]",[0.0002922802732721413]
3,shat,6,2,4,3,0.75,"2,3,4","0,1,2","[(0, 1, 2)]",[]
3,sgreedy,6,2,4,3,0.75,"2,3,4","0,1,2","[(0, 1, 2)]",[5.7310852555322494e-05]
3,shat,6,3,3,1,0.3333333333333333,"4,10","1,7","[(1, 7)]",[]
3,sgreedy,6,3,3,1,0.3333333333333333,"4,10","1,7","[(1, 7)]",[1.6217807351612174e-21]
3,shat,6,4,2,1,0.5,"4,10","0,6","[(0, 6)]",[]
3,sgreedy,6,4,2,1,0.5,"4,10","0,6","[(0, 6)]",[1.6217807351612174e-21]
3,shat,6,5,1,0,0.0,10,5,"[(5,)]",[]
3,sgreedy,6,5,1,0,0.0,10,5,"[(5,)]",[7.020272737405484e-44]
3,shat,6,6,0,0,0.0,10,4,"[(4,)]",[]
3,sgreedy,6,6,0,0,0.0,10,4,"[(4,)]",[7.020272737405484e-44]
4,shat,6,0,6,6,1.0,"0,1,2,3,4,5","0,1,2,3,4,5","[(0,), (0, 1), (0, 3), (0, 1, 3), (0, 1, 2, 3), (0, 1, 3, 4), (0, 1, 2, 3, 4), (0, 1, 3, 4, 5), (0, 1, 2, 3, 4, 5)]","[0.012294635939831664, 0.04247925727862642, 0.9086213997209339, 0.7817154559001948, 0.7825488423281928, 0.7704070688988295, 0.7568985117817262, 0.6012827107025978, 0.700017757754533]"
4,sgreedy,6,0,6,5,0.8333333333333334,"0,1,3,4,5","0,1,3,4,5","[(0,), (0, 3), (0, 1, 3), (0, 1, 3, 4), (0, 1, 3, 4, 5), (0, 1, 2, 3, 4, 5), (0, 1, 3, 4, 5)]","[0.012294635939831664, 0.9086213997209339, 0.7817154559001948, 0.7704070688988295, 0.6012827107025978, 0.700017757754533, 0.6012827107025978]"
4,shat,6,1,5,5,1.0,"1,2,3,4,5","0,1,2,3,4","[(0,), (2,), (0, 2), (0, 1, 2), (0, 1, 2, 3), (0, 1, 2, 4), (0, 1, 2, 3, 4)]","[0.07273000404846067, 0.0953920429260632, 0.09207320934183784, 0.3601893043584856, 0.8005695449635969, 0.4678616102854596, 0.95201131063618]"
4,sgreedy,6,1,5,4,0.8,"1,2,3,5","0,1,2,4","[(2,), (0, 2), (0, 1, 2), (0, 1, 2, 4), (0, 1, 2, 3, 4), (0, 1, 2, 4)]","[0.0953920429260632, 0.09207320934183784, 0.3601893043584856, 0.4678616102854596, 0.95201131063618, 0.4678616102854596]"
4,shat,6,2,4,4,1.0,"2,3,4,5","0,1,2,3","[(1,), (0, 1), (1, 3), (0, 1, 2), (0, 1, 3), (0, 1, 2, 3)]","[0.0953920429260632, 0.23518724978451613, 0.12978833380788218, 0.37417220916231203, 0.5046854641468589, 0.6248557559959298]"
4,sgreedy,6,2,4,3,0.75,"2,3,5","0,1,3","[(1,), (1, 3), (0, 1, 3), (0, 1, 2, 3), (0, 1, 3)]","[0.0953920429260632, 0.12978833380788218, 0.5046854641468589, 0.6248557559960959, 0.5046854641468589]"
4,shat,6,3,3,3,1.0,"3,4,5","0,1,2","[(0,), (0, 1), (0, 2), (0, 1, 2)]","[0.0953920429260632, 0.13670986914582353, 0.12978833380788218, 0.18046944198548678]"
4,sgreedy,6,3,3,2,0.6666666666666666,"3,5","0,2","[(0,), (0, 2), (0, 1, 2), (0, 2)]","[0.0953920429260632, 0.12978833380788218, 0.18046944198548678, 0.12978833380788218]"
4,shat,6,4,2,2,1.0,"4,5","0,1","[(0,), (1,), (0, 1)]","[0.14451236756743632, 0.25637191596901027, 0.7079663018158227]"
4,sgreedy,6,4,2,1,0.5,5,1,"[(1,), (0, 1), (1,)]","[0.25637191596901027, 0.7079663018159079, 0.25637191596901027]"
4,shat,6,5,1,1,1.0,5,0,"[(0,)]",[0.25637191596901027]
4,sgreedy,6,5,1,1,1.0,5,0,"[(0,), (0,)]","[0.25637191596901027, 0.25637191596901027]"
4,shat,6,6,0,0,0.0,11,5,"[(5,)]",[]
4,sgreedy,6,6,0,0,0.0,11,5,"[(5,)]",[4.043448400460594e-14]
5,shat,6,0,6,6,1.0,"0,1,2,3,4,5,7","0,1,2,3,4,5,7","[(1, 2), (0, 1, 5), (0, 1, 2, 5), (0, 1, 2, 3, 5), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5, 7)]","[0.011749606729620643, 0.3863850018459523, 0.035140799563670125, 0.48265460709370744, 0.5679374096351146, 0.17615126587046442]"
5,sgreedy,6,0,6,2,0.3333333333333333,"1,2","1,2","[(1, 2), (1, 2)]","[0.011749606729620643, 0.011749606729620643]"
5,shat,6,1,5,2,0.4,"1,2","0,1","[(0, 1)]",[0.011749606729620643]
5,sgreedy,6,1,5,2,0.4,"1,2","0,1","[(0, 1), (0, 1)]","[0.011749606729620643, 0.011749606729620643]"
5,shat,6,2,4,3,0.75,"2,3,5","0,1,3","[(0, 1, 3)]",[]
5,sgreedy,6,2,4,3,0.75,"2,3,5","0,1,3","[(0, 1, 3)]",[1.6770346949198912e-10]
5,shat,6,3,3,1,0.3333333333333333,"3,7","0,4","[(0, 4)]",[]
5,sgreedy,6,3,3,1,0.3333333333333333,"3,7","0,4","[(0, 4)]",[7.887026250581839e-23]
5,shat,6,4,2,0,0.0,7,3,"[(3,)]",[]
5,sgreedy,6,4,2,0,0.0,7,3,"[(3,)]",[1.4464266532901565e-27]
5,shat,6,5,1,0,0.0,7,2,"[(2,)]",[]
5,sgreedy,6,5,1,0,0.0,7,2,"[(2,)]",[1.4464266532901565e-27]
5,shat,6,6,0,0,0.0,7,1,"[(1,)]",[]
5,sgreedy,6,6,0,0,0.0,7,1,"[(1,)]",[1.4464266532901565e-27]
6,shat,6,0,6,6,1.0,"0,1,2,3,4,5,8,10","0,1,2,3,4,5,8,10","[(0, 2, 5), (0, 1, 2, 5), (0, 2, 3, 5), (0, 2, 3, 4, 5), (0, 2, 3, 4, 5, 8), (0, 2, 3, 4, 5, 8, 10), (0, 1, 2, 3, 4, 5, 8, 10)]","[0.10205964589908395, 0.09097149327957671, 0.04514621084666701, 0.04076699526307889, 0.05098346790765145, 0.11975300307024295, 0.14641705593037996]"
6,sgreedy,6,0,6,5,0.8333333333333334,"0,2,3,4,5,8,10","0,2,3,4,5,8,10","[(0, 2, 5), (0, 2, 3, 5), (0, 2, 3, 4, 5), (0, 2, 3, 4, 5, 8), (0, 2, 3, 4, 5, 8, 10), (0, 1, 2, 3, 4, 5, 8, 10), (0, 2, 3, 4, 5, 8, 10)]","[0.10205964589908395, 0.04514621084666701, 0.04076699526307889, 0.05098346790765145, 0.11975300307024295, 0.14641705593037996, 0.11975300307024295]"
6,shat,6,1,5,4,0.8,"1,2,3,5","0,1,2,4","[(0, 1, 2, 4)]",[0.01001588755467032]
6,sgreedy,6,1,5,4,0.8,"1,2,3,5","0,1,2,4","[(0, 1, 2, 4), (0, 1, 2, 4)]","[0.01001588755467032, 0.01001588755467032]"
6,shat,6,2,4,4,1.0,"2,3,4,5,8,10","0,1,2,3,6,8","[(0, 1, 2, 3, 8), (0, 1, 2, 3, 6, 8)]","[0.01142223701004894, 0.015003231537216636]"
6,sgreedy,6,2,4,4,1.0,"2,3,4,5,10","0,1,2,3,8","[(0, 1, 2, 3, 8), (0, 1, 2, 3, 6, 8), (0, 1, 2, 3, 8)]","[0.011422237010045166, 0.015003231537216636, 0.01142223701004894]"
6,shat,6,3,3,2,0.6666666666666666,"4,5","1,2","[(1, 2)]",[]
6,sgreedy,6,3,3,2,0.6666666666666666,"4,5","1,2","[(1, 2)]",[2.373837974868293e-14]
6,shat,6,4,2,2,1.0,"4,5","0,1","[(0, 1)]",[]
6,sgreedy,6,4,2,2,1.0,"4,5","0,1","[(0, 1)]",[2.373837974868293e-14]
6,shat,6,5,1,1,1.0,"5,8,10","0,3,5","[(0, 3, 5)]",[]
6,sgreedy,6,5,1,1,1.0,"5,8,10","0,3,5","[(0, 3, 5)]",[1.75369207338845e-20]
6,shat,6,6,0,0,0.0,"8,10","2,4","[(2, 4)]",[]
6,sgreedy,6,6,0,0,0.0,"8,10","2,4","[(2, 4)]",[1.0722707065523764e-67]
7,shat,6,0,6,6,1.0,"0,1,2,3,4,5","0,1,2,3,4,5","[(1,), (5,), (0, 5), (2, 5), (3, 5), (0, 3, 5), (2, 3, 5), (0, 2, 3, 5), (0, 1, 2, 3, 5), (0, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5)]","[0.026963794050881108, 0.28090010184771586, 0.5491920213502516, 0.4979837118020509, 0.313983261416198, 0.25919175795600163, 0.6635275456056264, 0.7923501595025098, 0.7780175858333088, 0.7604631298226365, 0.7594541260685952]"
7,sgreedy,6,0,6,5,0.8333333333333334,"0,2,3,4,5","0,2,3,4,5","[(5,), (3, 5), (2, 3, 5), (0, 2, 3, 5), (0, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5), (0, 2, 3, 4, 5)]","[0.28090010184771586, 0.313983261416198, 0.6635275456056264, 0.7923501595025098, 0.7604631298226365, 0.7594541260685952, 0.7604631298226365]"
7,shat,6,1,5,5,1.0,"1,2,3,4,5","0,1,2,3,4","[(0,), (4,), (0, 4), (1, 4), (2, 4), (0, 2, 4), (1, 2, 4), (0, 1, 2, 4), (1, 2, 3, 4), (0, 1, 2, 3, 4)]","[0.026963794050881108, 0.28090010184771586, 0.15899527179374037, 0.4979837118020509, 0.313983261416198, 0.4173302271297455, 0.6635275456056264, 0.7117614635443472, 0.6872199385041469, 0.7315363091337506]"
7,sgreedy,6,1,5,4,0.8,"2,3,4,5","1,2,3,4","[(4,), (2, 4), (1, 2, 4), (1, 2, 3, 4), (0, 1, 2, 3, 4), (1, 2, 3, 4)]","[0.28090010184771586, 0.313983261416198, 0.6635275456056264, 0.6872199385041469, 0.7315363091337506, 0.6872199385041469]"
7,shat,6,2,4,4,1.0,"2,3,4,5","0,1,2,3","[(3,), (0, 3), (1, 3), (0, 1, 3), (0, 1, 2, 3)]","[0.28090010184771586, 0.4979837118020509, 0.313983261416198, 0.6635275456056264, 0.6872199385041469]"
7,sgreedy,6,2,4,3,0.75,"2,3,5","0,1,3","[(3,), (1, 3), (0, 1, 3), (0, 1, 2, 3), (0, 1, 3)]","[0.28090010184771586, 0.313983261416198, 0.6635275456056264, 0.6872199385041469, 0.6635275456056264]"
7,shat,6,3,3,3,1.0,"3,4,5,7,10","0,1,2,4,7","[(2,), (0, 2), (0, 1, 2), (0, 2, 4), (0, 1, 2, 4), (0, 1, 2, 4, 7)]","[0.28090010184771586, 0.313983261416198, 0.42038932183683886, 0.3041421976913473, 0.4902781091739994, 0.14560574446993402]"
7,sgreedy,6,3,3,3,1.0,"3,4,5,7","0,1,2,4","[(2,), (0, 2), (0, 2, 4), (0, 1, 2, 4), (0, 1, 2, 4, 7), (0, 1, 2, 4)]","[0.28090010184771586, 0.313983261416198, 0.3041421976913473, 0.4902781091739994, 0.14560574446993402, 0.4902781091739994]"
7,shat,6,4,2,2,1.0,"4,5","0,1","[(1,), (0, 1)]","[0.28090010184771586, 0.1805861183122374]"
7,sgreedy,6,4,2,1,0.5,5,1,"[(1,), (0, 1), (1,)]","[0.28090010184771586, 0.1805861183122374, 0.28090010184771586]"
7,shat,6,5,1,1,1.0,5,0,"[(0,)]",[0.28090010184771586]
7,sgreedy,6,5,1,1,1.0,5,0,"[(0,), (0,)]","[0.28090010184771586, 0.28090010184771586]"
7,shat,6,6,0,0,0.0,7,1,"[(1,)]",[]
7,sgreedy,6,6,0,0,0.0,7,1,"[(1,)]",[3.547605883540495e-08]
8,shat,6,0,6,5,0.8333333333333334,"0,1,2,3,4,8","0,1,2,3,4,8","[(0, 1, 3), (0, 1, 2, 3), (0, 1, 2, 3, 4), (0, 1, 2, 3, 5), (0, 1, 2, 3, 8), (0, 1, 2, 3, 4, 8)]","[0.5015579777007546, 0.7403777428777982, 0.7355272041642384, 0.7971810601854465, 0.4902919352939793, 0.11775355047900352]"
8,sgreedy,6,0,6,2,0.3333333333333333,"1,5,10","1,5,10","[(1, 5, 10)]",[3.433828218988767e-13]
8,shat,6,1,5,2,0.4,"1,4,6,8,11","0,3,5,7,10","[(0, 3, 5, 7, 10)]",[]
8,sgreedy,6,1,5,2,0.4,"1,5,10","0,4,9","[(0, 4, 9)]",[3.433828218988767e-13]
8,shat,6,2,4,2,0.5,"2,3,8","0,1,6","[(0, 1, 6)]",[]
8,sgreedy,6,2,4,0,0.0,10,8,"[(8,)]",[1.9606949609577904e-16]
8,shat,6,3,3,1,0.3333333333333333,"5,6,9,11","2,3,6,8","[(2, 3, 6, 8)]",[]
8,sgreedy,6,3,3,0,0.0,10,7,"[(7,)]",[1.9606949609577904e-16]
8,shat,6,4,2,1,0.5,"5,6,9,11","1,2,5,7","[(1, 2, 5, 7)]",[]
8,sgreedy,6,4,2,0,0.0,10,6,"[(6,)]",[1.9606949609577904e-16]
8,shat,6,5,1,1,1.0,"5,6,9,11","0,1,4,6","[(0, 1, 4, 6)]",[]
8,sgreedy,6,5,1,0,0.0,10,5,"[(5,)]",[1.9606949609577904e-16]
8,shat,6,6,0,0,0.0,10,4,"[(4,)]",[]
8,sgreedy,6,6,0,0,0.0,10,4,"[(4,)]",[1.9606949609577904e-16]
9,shat,6,0,6,6,1.0,"0,1,2,3,4,5","0,1,2,3,4,5","[(0, 1, 5), (0, 4, 5), (0, 1, 3, 5), (0, 1, 4, 5), (0, 3, 4, 5), (0, 1, 3, 4, 5), (0, 1, 2, 3, 4, 5)]","[0.18561077295402134, 0.06640045579796545, 0.2205419847019104, 0.1335721559331891, 0.12297389142071714, 0.059476239812142465, 0.08368799623205911]"
9,sgreedy,6,0,6,5,0.8333333333333334,"0,1,3,4,5","0,1,3,4,5","[(0, 4, 5), (0, 3, 4, 5), (0, 1, 3, 4, 5), (0, 1, 2, 3, 4, 5), (0, 1, 3, 4, 5)]","[0.06640045579796545, 0.12297389142071714, 0.059476239812142465, 0.08368799623205911, 0.059476239812142465]"
9,shat,6,1,5,4,0.8,"2,3,4,5","1,2,3,4","[(1, 2, 3, 4)]",[]
9,sgreedy,6,1,5,4,0.8,"2,3,4,5","1,2,3,4","[(1, 2, 3, 4)]",[0.00025883558397699795]
9,shat,6,2,4,4,1.0,"2,3,4,5","0,1,2,3","[(0, 1, 2, 3)]",[]
9,sgreedy,6,2,4,4,1.0,"2,3,4,5","0,1,2,3","[(0, 1, 2, 3)]",[0.00025883558397699795]
9,shat,6,3,3,2,0.6666666666666666,"4,5","1,2","[(1, 2)]",[]
9,sgreedy,6,3,3,2,0.6666666666666666,"4,5","1,2","[(1, 2)]",[5.484796912991887e-11]
9,shat,6,4,2,2,1.0,"4,5","0,1","[(0, 1)]",[]
9,sgreedy,6,4,2,2,1.0,"4,5","0,1","[(0, 1)]",[5.484796912991887e-11]
9,shat,6,5,1,1,1.0,"5,6,10,11","0,1,5,6","[(0, 1, 5, 6)]",[]
9,sgreedy,6,5,1,1,1.0,5,0,"[(0,)]",[3.2010692819191276e-23]
9,shat,6,6,0,0,0.0,"6,10,11","0,4,5","[(0, 4, 5)]",[]
9,sgreedy,6,6,0,0,0.0,"6,10,11","0,4,5","[(0, 4, 5)]",[2.267252140956977e-23]
10,shat,6,0,6,6,1.0,"0,1,2,3,4,5,9","0,1,2,3,4,5,9","[(0, 4, 5), (0, 1, 4, 5), (0, 3, 4, 5), (0, 1, 2, 4, 5), (0, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5, 9)]","[0.7111786949748943, 0.7404805146064388, 0.2847456594768001, 0.5697423343449249, 0.3014492904517811, 0.36697353755959333, 0.33115134832012777]"
10,sgreedy,6,0,6,6,1.0,"0,1,2,3,4,5","0,1,2,3,4,5","[(0, 4, 5), (0, 3, 4, 5), (0, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5, 9), (0, 1, 2, 3, 4, 5)]","[0.7111786949748943, 0.2847456594767742, 0.3014492904517811, 0.36697353755959333, 0.33115134832012777, 0.36697353755959333]"
10,shat,6,1,5,5,1.0,"1,2,3,4,5,9","0,1,2,3,4,8","[(0, 1, 3, 4), (0, 1, 2, 3, 4), (0, 1, 2, 3, 4, 8)]","[0.07931778210772869, 0.1270662318861564, 0.01360913563826958]"
10,sgreedy,6,1,5,5,1.0,"1,2,3,4,5","0,1,2,3,4","[(0, 1, 3, 4), (0, 1, 2, 3, 4), (0, 1, 2, 3, 4, 8), (0, 1, 2, 3, 4)]","[0.07931778210772869, 0.1270662318861564, 0.01360913563826958, 0.1270662318861564]"
10,shat,6,2,4,3,0.75,"2,3,4,9","0,1,2,7","[(0, 1, 2, 7)]",[0.013749868872933946]
10,sgreedy,6,2,4,3,0.75,"2,3,4,9","0,1,2,7","[(0, 1, 2, 7)]",[0.013749868872933946]
10,shat,6,3,3,3,1.0,"3,4,5","0,1,2","[(0, 1, 2)]",[]
10,sgreedy,6,3,3,3,1.0,"3,4,5","0,1,2","[(0, 1, 2)]",[0.0003478273772400393]
10,shat,6,4,2,1,0.5,"4,7,10","0,3,6","[(0, 3, 6)]",[]
10,sgreedy,6,4,2,2,1.0,"4,5,10","0,1,6","[(0, 1, 6)]",[7.528168500324847e-06]
10,shat,6,5,1,1,1.0,"5,10","0,5","[(0, 5)]",[]
10,sgreedy,6,5,1,1,1.0,"5,10","0,5","[(0, 5)]",[1.412575960968998e-09]
10,shat,6,6,0,0,0.0,"9,10","3,4","[(3, 4)]",[]
10,sgreedy,6,6,0,0,0.0,"9,10","3,4","[(3, 4)]",[2.8578213449663953e-35]
11,shat,6,0,6,6,1.0,"0,1,2,3,4,5","0,1,2,3,4,5","[(0, 1, 4, 5), (0, 1, 2, 3, 4), (0, 1, 3, 4, 5), (0, 1, 2, 3, 4, 5)]","[0.03692229177700529, 0.06043102831510619, 0.16066235453593322, 0.31291700939229455]"
11,sgreedy,6,0,6,5,0.8333333333333334,"0,1,3,4,5","0,1,3,4,5","[(0, 1, 4, 5), (0, 1, 3, 4, 5), (0, 1, 2, 3, 4, 5), (0, 1, 3, 4, 5)]","[0.03692229177700529, 0.16066235453593322, 0.3129170093924161, 0.16066235453593322]"
11,shat,6,1,5,4,0.8,"2,3,4,5","1,2,3,4","[(1, 2, 3, 4)]",[]
11,sgreedy,6,1,5,4,0.8,"2,3,4,5","1,2,3,4","[(1, 2, 3, 4)]",[8.672443711811194e-06]
11,shat,6,2,4,4,1.0,"2,3,4,5","0,1,2,3","[(0, 1, 2, 3)]",[]
11,sgreedy,6,2,4,4,1.0,"2,3,4,5","0,1,2,3","[(0, 1, 2, 3)]",[8.672443711811194e-06]
11,shat,6,3,3,3,1.0,"3,4,5","0,1,2","[(0, 1, 2)]",[]
11,sgreedy,6,3,3,3,1.0,"3,4,5","0,1,2","[(0, 1, 2)]",[4.191390218677553e-10]
11,shat,6,4,2,2,1.0,"4,5","0,1","[(0, 1)]",[]
11,sgreedy,6,4,2,2,1.0,"4,5","0,1","[(0, 1)]",[3.385854669120279e-11]
11,shat,6,5,1,1,1.0,5,0,"[(0,)]",[]
11,sgreedy,6,5,1,1,1.0,5,0,"[(0,)]",[2.1258826675079855e-50]
11,shat,6,6,0,0,0.0,"6,7,8,9,11","0,1,2,3,5","[(0, 1, 2, 3, 5)]",[]
11,sgreedy,6,6,0,0,0.0,"6,7,8,9,11","0,1,2,3,5","[(0, 1, 2, 3, 5)]",[7.023182502135048e-162]
