method,task,split,sample_idx,prediction,true_label,residual
pooling,"(98038,)",train,168,303.44942990218624,318.4,14.950570097813738
pooling,"(98038,)",train,169,223.07027873259176,280.0,56.92972126740824
pooling,"(98038,)",train,170,383.4361479450454,366.0,17.436147945045377
pooling,"(98038,)",train,171,293.3441412236516,340.0,46.655858776348396
pooling,"(98038,)",train,172,344.9319609633985,350.0,5.068039036601476
pooling,"(98038,)",train,173,305.5899834279189,350.0,44.410016572081076
pooling,"(98038,)",train,174,319.20540777447786,286.0,33.20540777447786
pooling,"(98038,)",train,175,228.5493342267182,269.95,41.40066577328179
pooling,"(98038,)",train,176,504.0127916725596,394.0,110.01279167255962
pooling,"(98038,)",train,177,377.1403694560995,292.0,85.1403694560995
pooling,"(98038,)",train,178,265.84816703589604,275.0,9.15183296410396
pooling,"(98038,)",train,179,315.53485390162314,332.5,16.965146098376863
pooling,"(98038,)",train,180,376.20648661286396,294.0,82.20648661286396
pooling,"(98038,)",train,181,271.6021680360118,312.0,40.39783196398821
pooling,"(98038,)",train,182,270.83015704704667,305.0,34.16984295295333
pooling,"(98038,)",train,183,288.2659959395023,275.0,13.265995939502318
pooling,"(98038,)",train,184,337.32709616435204,359.5,22.172903835647958
pooling,"(98038,)",train,185,386.56759827987844,390.0,3.432401720121561
pooling,"(98038,)",train,186,275.07392052599425,318.2,43.126079474005735
pooling,"(98038,)",train,187,479.7634740130852,419.9,59.86347401308524
pooling,"(98038,)",train,188,278.8199851333102,250.0,28.819985133310183
pooling,"(98038,)",train,189,141.013100187085,180.0,38.986899812915
pooling,"(98038,)",train,190,365.02758288436235,355.0,10.027582884362346
pooling,"(98038,)",train,191,472.51100628725544,456.5,16.01100628725544
pooling,"(98038,)",train,192,436.02415237330933,444.0,7.9758476266906655
pooling,"(98038,)",train,193,484.0391732765893,428.9,55.139173276589304
pooling,"(98038,)",train,194,247.58537748249728,269.5,21.91462251750272
pooling,"(98038,)",train,195,259.2546645754901,269.0,9.745335424509904
pooling,"(98038,)",train,196,421.9125548079901,415.0,6.912554807990091
pooling,"(98038,)",train,197,216.41483539955698,260.656,44.24116460044303
pooling,"(98038,)",train,198,330.81573217674486,350.0,19.18426782325514
pooling,"(98038,)",train,199,650.2259941506563,565.0,85.22599415065633
pooling,"(98038,)",train,200,239.93999466020432,239.0,0.9399946602043201
pooling,"(98038,)",train,201,307.2182108401994,292.5,14.71821084019939
pooling,"(98038,)",train,202,274.6203309466091,305.0,30.3796690533909
pooling,"(98038,)",train,203,358.9860330211759,520.0,161.0139669788241
pooling,"(98038,)",train,204,628.5228578145361,679.0,50.47714218546389
pooling,"(98038,)",train,205,265.159430751708,296.0,30.840569248292013
pooling,"(98038,)",train,206,205.92581771671212,206.0,0.07418228328788246
pooling,"(98038,)",train,207,261.5642918666417,295.0,33.435708133358276
pooling,"(98038,)",train,208,337.2035928426467,394.0,56.796407157353315
pooling,"(98038,)",train,209,781.8618549007151,775.0,6.861854900715116
pooling,"(98038,)",train,210,281.3059679146045,321.0,39.69403208539552
pooling,"(98038,)",train,211,605.6907229720491,616.0,10.309277027950884
pooling,"(98038,)",train,212,258.4433412821254,251.0,7.443341282125402
pooling,"(98038,)",train,213,271.457248743267,293.0,21.542751256733027
pooling,"(98038,)",train,214,407.34002661604063,425.0,17.659973383959368
pooling,"(98038,)",train,215,152.21861757724218,218.0,65.78138242275782
pooling,"(98038,)",train,216,523.0603702808585,435.0,88.06037028085848
pooling,"(98038,)",train,217,112.0971350569871,118.0,5.902864943012901
pooling,"(98038,)",train,218,437.0863814330569,380.0,57.086381433056886
pooling,"(98038,)",train,219,329.3813073101628,250.0,79.38130731016281
pooling,"(98038,)",train,220,274.19475516237253,453.0,178.80524483762747
pooling,"(98038,)",train,221,327.5613671329429,364.95,37.38863286705708
pooling,"(98038,)",train,222,198.68453604376373,335.0,136.31546395623627
pooling,"(98038,)",train,223,262.8680803092884,314.95,52.08191969071157
pooling,"(98038,)",train,224,280.81524765735594,300.0,19.18475234264406
pooling,"(98038,)",train,225,274.41546409041257,212.0,62.41546409041257
pooling,"(98038,)",train,226,337.6296037441025,366.0,28.370396255897504
pooling,"(98038,)",train,227,278.7550451684747,240.0,38.75504516847468
pooling,"(98038,)",train,228,732.2809526839683,849.0,116.71904731603172
pooling,"(98038,)",train,229,310.9619810518707,290.0,20.96198105187068
pooling,"(98038,)",train,230,482.4273721803129,540.5,58.07262781968711
pooling,"(98038,)",train,231,312.802283783034,329.95,17.14771621696599
pooling,"(98038,)",train,232,382.03583810855343,404.0,21.964161891446565
pooling,"(98038,)",train,233,457.08109492922813,410.0,47.08109492922813
pooling,"(98038,)",train,234,371.1182364952383,380.0,8.881763504761693
pooling,"(98038,)",train,235,611.9132721365568,470.0,141.91327213655677
pooling,"(98038,)",train,236,307.27161299218096,280.0,27.271612992180962
pooling,"(98038,)",train,237,344.04947509679005,199.95,144.09947509679006
pooling,"(98038,)",train,238,283.34441606550354,315.0,31.655583934496462
pooling,"(98038,)",train,239,445.9652497800853,399.9,46.06524978008531
pooling,"(98038,)",train,240,422.7601770815909,426.0,3.239822918409118
pooling,"(98038,)",train,241,321.50148250336497,259.875,61.62648250336497
pooling,"(98038,)",train,242,454.1462417780731,382.5,71.64624177807309
pooling,"(98038,)",train,243,365.1573186040532,427.5,62.342681395946784
pooling,"(98038,)",train,244,422.1756524952616,415.0,7.175652495261602
pooling,"(98038,)",train,245,371.35982778876314,353.0,18.35982778876314
pooling,"(98038,)",train,246,553.769390614807,569.999,16.229609385193044
pooling,"(98038,)",train,247,205.35282884283333,240.0,34.64717115716667
pooling,"(98038,)",train,248,257.3511720945735,272.0,14.648827905426515
pooling,"(98038,)",train,249,481.14082941880406,462.0,19.14082941880406
pooling,"(98038,)",train,250,276.82371910324946,265.0,11.82371910324946
pooling,"(98038,)",train,251,287.85280028718444,270.0,17.852800287184436
pooling,"(98038,)",train,252,626.8589799633519,660.0,33.141020036648115
pooling,"(98038,)",train,253,308.9097995042612,309.0,0.09020049573882716
pooling,"(98038,)",train,254,264.3207414388107,305.0,40.67925856118927
pooling,"(98038,)",train,255,506.1839527729953,549.9,43.71604722700465
pooling,"(98038,)",train,256,531.4520954677955,375.0,156.45209546779552
pooling,"(98038,)",train,257,340.16625848281,352.0,11.833741517189992
pooling,"(98038,)",train,258,261.5643942513343,291.5,29.935605748665694
pooling,"(98038,)",train,259,627.7178931945091,665.0,37.28210680549091
pooling,"(98038,)",train,260,274.61210281239437,347.5,72.88789718760563
pooling,"(98038,)",train,261,612.9068480132755,725.0,112.09315198672448
pooling,"(98038,)",train,262,368.4594300100616,359.95,8.509430010061635
pooling,"(98038,)",train,263,425.8195604392822,479.0,53.18043956071779
pooling,"(98038,)",train,264,392.78290944890614,354.0,38.78290944890614
pooling,"(98038,)",train,265,264.1745803732956,300.0,35.82541962670439
pooling,"(98038,)",train,266,290.72609414312683,315.0,24.27390585687317
pooling,"(98038,)",train,267,219.77448144238588,240.0,20.225518557614123
pooling,"(98038,)",train,268,330.87161503206335,357.0,26.128384967936654
pooling,"(98038,)",train,269,366.50888151205254,378.0,11.49111848794746
pooling,"(98038,)",train,270,284.9395005231818,176.0,108.93950052318178
pooling,"(98038,)",train,271,315.81055887218463,290.0,25.81055887218463
pooling,"(98038,)",train,272,365.57990352732486,234.0,131.57990352732486
pooling,"(98038,)",train,273,275.17446878698865,308.95,33.775531213011334
pooling,"(98038,)",train,274,561.0584807976356,485.0,76.05848079763564
pooling,"(98038,)",train,275,366.63315204176433,205.0,161.63315204176433
pooling,"(98038,)",train,276,372.18828855874017,369.95,2.23828855874018
pooling,"(98038,)",train,277,206.707332360309,252.0,45.29266763969099
pooling,"(98038,)",train,278,471.9392832002886,430.0,41.93928320028863
pooling,"(98038,)",train,279,506.2244475124844,555.0,48.7755524875156
pooling,"(98038,)",train,280,277.53254586310504,285.0,7.467454136894958
pooling,"(98038,)",train,281,274.3965271561792,260.0,14.396527156179218
pooling,"(98038,)",train,282,345.12368055439583,335.62,9.503680554395828
pooling,"(98038,)",train,283,330.31346560532256,302.0,28.313465605322563
pooling,"(98038,)",train,284,316.65937925106846,309.95,6.709379251068469
pooling,"(98038,)",train,285,381.79952833926836,350.0,31.799528339268363
pooling,"(98038,)",train,286,364.96205165622086,379.9,14.937948343779112
pooling,"(98038,)",train,287,298.7209266997397,257.7,41.02092669973973
pooling,"(98038,)",train,288,274.4980437007853,280.5,6.001956299214726
pooling,"(98038,)",train,289,397.4405994205681,371.0,26.440599420568105
pooling,"(98038,)",train,290,81.50050543507132,200.0,118.49949456492868
pooling,"(98038,)",train,291,438.21902330976263,400.0,38.21902330976263
pooling,"(98038,)",train,292,301.8951902090903,299.0,2.8951902090902877
pooling,"(98038,)",train,293,259.8453125098531,275.0,15.154687490146898
pooling,"(98038,)",train,294,397.25332563199845,390.0,7.25332563199845
pooling,"(98038,)",train,295,482.1928114618331,525.0,42.80718853816688
pooling,"(98038,)",train,296,445.8056155396025,400.0,45.80561553960251
pooling,"(98038,)",train,297,300.9786537177679,339.5,38.521346282232116
pooling,"(98038,)",train,298,247.0731000652686,305.0,57.92689993473141
pooling,"(98038,)",train,299,401.2443390102544,446.0,44.75566098974559
pooling,"(98038,)",train,300,172.50905083625184,215.0,42.490949163748155
pooling,"(98038,)",train,301,143.04957871150145,234.0,90.95042128849855
pooling,"(98038,)",train,302,266.55413873145335,290.0,23.44586126854665
pooling,"(98038,)",train,303,217.41228268592022,230.0,12.587717314079782
pooling,"(98038,)",train,304,531.4453281536025,427.0,104.44532815360253
pooling,"(98038,)",train,305,401.92083746611206,425.0,23.07916253388794
pooling,"(98038,)",train,306,264.2582556930047,295.0,30.741744306995315
pooling,"(98038,)",train,307,761.925006683412,710.0,51.92500668341199
pooling,"(98038,)",train,308,297.3160693030877,314.95,17.633930696912273
pooling,"(98038,)",train,309,560.5816082406654,515.0,45.581608240665446
pooling,"(98038,)",train,310,495.11804635082626,530.0,34.88195364917374
pooling,"(98038,)",train,311,210.55831582328028,245.0,34.44168417671972
pooling,"(98038,)",train,312,596.3860771096352,495.0,101.38607710963515
pooling,"(98038,)",train,313,265.6929833584545,290.0,24.307016641545488
pooling,"(98038,)",train,314,249.19232305450532,199.0,50.19232305450532
pooling,"(98038,)",train,315,375.904804341666,357.5,18.404804341666022
pooling,"(98038,)",train,316,231.65008962971478,290.0,58.349910370285215
pooling,"(98038,)",train,317,407.15432758938186,422.0,14.845672410618135
pooling,"(98038,)",train,318,394.54553491803745,359.9,34.64553491803747
pooling,"(98038,)",train,319,301.4233772336229,311.0,9.576622766377113
pooling,"(98038,)",train,320,231.11579355171125,254.0,22.88420644828875
pooling,"(98038,)",train,321,326.51236678526584,210.0,116.51236678526584
pooling,"(98038,)",train,322,584.0950621917618,589.45,5.354937808238219
pooling,"(98038,)",train,323,289.265872101214,319.95,30.684127898786016
pooling,"(98038,)",train,324,269.3061939494237,299.95,30.643806050576302
pooling,"(98038,)",train,325,271.4063141434981,250.0,21.406314143498093
pooling,"(98038,)",train,326,224.34802255151953,265.0,40.651977448480466
pooling,"(98038,)",train,327,277.683647010399,335.0,57.316352989601
pooling,"(98038,)",train,328,190.6685827857691,249.9,59.2314172142309
pooling,"(98038,)",train,329,300.74846297289696,332.5,31.75153702710304
pooling,"(98038,)",train,330,349.6807702885653,380.0,30.319229711434673
pooling,"(98038,)",train,331,137.28202264179345,215.0,77.71797735820655
pooling,"(98038,)",train,332,684.0182502850002,674.95,9.068250285000204
pooling,"(98038,)",train,333,224.5093157614101,260.25,35.74068423858989
pooling,"(98038,)",train,334,239.83749801060367,350.5,110.66250198939633
pooling,"(98038,)",train,335,373.3729349348996,315.0,58.372934934899604
pooling,"(98038,)",train,336,482.5989851923059,375.0,107.59898519230592
pooling,"(98038,)",train,337,206.1774705130374,156.601,49.57647051303741
pooling,"(98038,)",train,338,421.2658239272296,374.95,46.31582392722959
pooling,"(98038,)",train,339,251.69585491795806,259.5,7.804145082041941
pooling,"(98038,)",train,340,273.0893406240011,353.0,79.91065937599888
pooling,"(98038,)",train,341,261.6420628084361,324.95,63.307937191563894
pooling,"(98038,)",train,342,349.5040741400353,336.5,13.0040741400353
pooling,"(98038,)",train,343,232.40251796500525,207.0,25.402517965005245
pooling,"(98038,)",train,344,240.31031645788062,258.0,17.689683542119383
pooling,"(98038,)",train,345,306.375254799319,236.0,70.37525479931901
pooling,"(98038,)",train,346,617.2751073691506,539.5,77.77510736915065
pooling,"(98038,)",train,347,384.429086992699,356.0,28.429086992699013
pooling,"(98038,)",train,348,375.90368466993823,348.45,27.45368466993824
pooling,"(98038,)",train,349,279.63727673450376,282.0,2.3627232654962427
pooling,"(98038,)",train,350,265.68727681990276,313.999,48.31172318009726
pooling,"(98038,)",train,351,137.72334616820626,209.9,72.17665383179374
pooling,"(98038,)",train,352,282.0160657627566,361.5,79.48393423724337
pooling,"(98038,)",train,353,316.370364901024,335.0,18.629635098975996
pooling,"(98038,)",train,354,232.47052023219658,252.0,19.529479767803423
pooling,"(98038,)",train,355,337.3177507679047,340.0,2.6822492320952733
pooling,"(98038,)",train,356,318.81145045342964,323.0,4.188549546570357
pooling,"(98038,)",train,357,349.92384931283414,360.0,10.076150687165864
pooling,"(98038,)",train,358,283.47440988506423,287.2,3.7255901149357555
pooling,"(98038,)",train,359,450.52548011963154,535.0,84.47451988036846
pooling,"(98038,)",train,360,524.69671850128,419.0,105.69671850127997
pooling,"(98038,)",train,361,555.6203254689208,579.0,23.379674531079218
pooling,"(98038,)",train,362,483.7664165460046,459.95,23.816416546004632
pooling,"(98038,)",train,363,496.88004456854287,370.0,126.88004456854287
pooling,"(98038,)",train,364,265.5072418458767,293.5,27.992758154123294
pooling,"(98038,)",train,365,283.8008251774354,324.9,41.09917482256458
pooling,"(98038,)",train,366,302.7629079848175,320.0,17.237092015182498
pooling,"(98038,)",train,367,462.5782175545264,415.0,47.57821755452642
pooling,"(98038,)",train,368,388.6331830788422,394.0,5.366816921157806
pooling,"(98038,)",train,369,292.95289545412015,339.95,46.997104545879836
pooling,"(98038,)",train,370,263.12497367320066,353.5,90.37502632679934
pooling,"(98038,)",train,371,376.31670933004716,445.0,68.68329066995284
pooling,"(98038,)",train,372,321.32875631008756,339.995,18.66624368991245
pooling,"(98038,)",train,373,167.19613945272613,225.0,57.80386054727387
pooling,"(98038,)",train,374,240.69059254420245,300.0,59.309407455797555
pooling,"(98038,)",train,375,285.1065223031437,320.0,34.89347769685628
pooling,"(98038,)",train,376,368.48941879937956,380.0,11.510581200620436
pooling,"(98038,)",train,377,365.0561863061248,365.0,0.05618630612480047
pooling,"(98038,)",train,378,595.2895573121623,574.0,21.289557312162287
pooling,"(98038,)",train,379,358.6378485870937,280.0,78.63784858709369
pooling,"(98038,)",train,380,272.5605380500092,267.5,5.0605380500092
pooling,"(98038,)",train,381,523.8591013255627,428.0,95.85910132556273
pooling,"(98038,)",train,382,388.0028600703299,397.0,8.997139929670084
pooling,"(98038,)",train,383,586.2922470532594,567.5,18.792247053259416
pooling,"(98038,)",train,384,397.15513762047885,337.0,60.155137620478854
pooling,"(98038,)",train,385,222.65197947471643,245.0,22.348020525283573
pooling,"(98038,)",train,386,255.67179572926216,269.95,14.278204270737831
pooling,"(98038,)",train,387,398.8298960913253,410.0,11.170103908674719
pooling,"(98038,)",train,388,287.50081707990284,290.7,3.199182920097144
pooling,"(98038,)",train,389,173.49415518366914,185.0,11.505844816330864
pooling,"(98038,)",train,390,334.607325453062,290.0,44.607325453062
pooling,"(98038,)",train,391,334.607325453062,415.0,80.392674546938
pooling,"(98038,)",train,392,322.4475861897772,242.05,80.3975861897772
pooling,"(98038,)",train,393,267.12330244496843,335.0,67.87669755503157
pooling,"(98038,)",train,394,286.33362286758165,295.0,8.666377132418347
pooling,"(98038,)",train,395,380.63672267044603,350.0,30.636722670446034
pooling,"(98038,)",train,396,376.9980858818999,355.0,21.998085881899897
pooling,"(98038,)",train,397,306.67353930369063,330.0,23.32646069630937
pooling,"(98038,)",train,398,396.5959593725747,373.5,23.095959372574725
