Predictions	Y	Residuals
379.142768	350.000000	29.142768
358.600350	303.500000	55.100350
488.791642	364.250000	124.541642
284.896581	263.000000	21.896581
503.155357	419.000000	84.155357
380.887272	411.000000	30.112728
259.222165	325.000000	65.777835
374.384792	365.000000	9.384792
263.732274	289.000000	25.267726
490.352222	428.400000	61.952222
257.305452	263.000000	5.694548
275.729116	265.000000	10.729116
432.363652	397.500000	34.863652
565.853394	653.000000	87.146606
481.617753	455.000000	26.617753
407.877235	410.000000	2.122765
409.006544	315.000000	94.006544
271.888479	215.000000	56.888479
271.888479	315.000000	43.111521
164.868808	241.000000	76.131192
469.312256	352.500000	116.812256
288.432153	252.000000	36.432153
293.927928	329.950000	36.022072
474.653890	438.900000	35.753890
445.250115	533.000000	87.749885
673.575687	713.900000	40.324313
223.407070	215.000000	8.407070
499.450043	449.000000	50.450043
440.025610	408.000000	32.025610
311.377128	353.500000	42.122872
399.413623	320.000000	79.413623
777.181274	890.000000	112.818726
499.128085	426.500000	72.628085
623.555742	480.000000	143.555742
210.575350	211.000000	0.424650
548.621912	585.000000	36.378088
251.873397	284.000000	32.126603
269.884025	245.000000	24.884025
238.479536	274.950000	36.470464
547.326327	557.500000	10.173673
598.612543	760.000000	161.387457
303.449430	318.400000	14.950570
223.070279	280.000000	56.929721
383.436148	366.000000	17.436148
293.344141	340.000000	46.655859
344.931961	350.000000	5.068039
305.589983	350.000000	44.410017
319.205408	286.000000	33.205408
228.549334	269.950000	41.400666
504.012792	394.000000	110.012792
377.140369	292.000000	85.140369
265.848167	275.000000	9.151833
315.534854	332.500000	16.965146
376.206487	294.000000	82.206487
271.602168	312.000000	40.397832
270.830157	305.000000	34.169843
288.265996	275.000000	13.265996
337.327096	359.500000	22.172904
386.567598	390.000000	3.432402
275.073921	318.200000	43.126079
479.763474	419.900000	59.863474
278.819985	250.000000	28.819985
141.013100	180.000000	38.986900
365.027583	355.000000	10.027583
472.511006	456.500000	16.011006
436.024152	444.000000	7.975848
484.039173	428.900000	55.139173
247.585377	269.500000	21.914623
259.254665	269.000000	9.745335
421.912555	415.000000	6.912555
216.414835	260.656000	44.241165
330.815732	350.000000	19.184268
650.225994	565.000000	85.225994
239.939995	239.000000	0.939995
307.218211	292.500000	14.718211
274.620331	305.000000	30.379669
358.986033	520.000000	161.013967
628.522858	679.000000	50.477142
265.159431	296.000000	30.840569
205.925818	206.000000	0.074182
261.564292	295.000000	33.435708
337.203593	394.000000	56.796407
781.861855	775.000000	6.861855
281.305968	321.000000	39.694032
605.690723	616.000000	10.309277
258.443341	251.000000	7.443341
271.457249	293.000000	21.542751
407.340027	425.000000	17.659973
152.218618	218.000000	65.781382
523.060370	435.000000	88.060370
112.097135	118.000000	5.902865
437.086381	380.000000	57.086381
329.381307	250.000000	79.381307
274.194755	453.000000	178.805245
327.561367	364.950000	37.388633
198.684536	335.000000	136.315464
262.868080	314.950000	52.081920
280.815248	300.000000	19.184752
274.415464	212.000000	62.415464
337.629604	366.000000	28.370396
278.755045	240.000000	38.755045
732.280953	849.000000	116.719047
310.961981	290.000000	20.961981
482.427372	540.500000	58.072628
312.802284	329.950000	17.147716
382.035838	404.000000	21.964162
457.081095	410.000000	47.081095
371.118236	380.000000	8.881764
611.913272	470.000000	141.913272
307.271613	280.000000	27.271613
344.049475	199.950000	144.099475
283.344416	315.000000	31.655584
445.965250	399.900000	46.065250
422.760177	426.000000	3.239823
321.501483	259.875000	61.626483
454.146242	382.500000	71.646242
365.157319	427.500000	62.342681
422.175652	415.000000	7.175652
371.359828	353.000000	18.359828
553.769391	569.999000	16.229609
205.352829	240.000000	34.647171
257.351172	272.000000	14.648828
481.140829	462.000000	19.140829
276.823719	265.000000	11.823719
287.852800	270.000000	17.852800
626.858980	660.000000	33.141020
308.909800	309.000000	0.090200
264.320741	305.000000	40.679259
506.183953	549.900000	43.716047
531.452095	375.000000	156.452095
340.166258	352.000000	11.833742
261.564394	291.500000	29.935606
627.717893	665.000000	37.282107
274.612103	347.500000	72.887897
612.906848	725.000000	112.093152
368.459430	359.950000	8.509430
425.819560	479.000000	53.180440
392.782909	354.000000	38.782909
264.174580	300.000000	35.825420
290.726094	315.000000	24.273906
219.774481	240.000000	20.225519
330.871615	357.000000	26.128385
366.508882	378.000000	11.491118
284.939501	176.000000	108.939501
315.810559	290.000000	25.810559
365.579904	234.000000	131.579904
275.174469	308.950000	33.775531
561.058481	485.000000	76.058481
366.633152	205.000000	161.633152
372.188289	369.950000	2.238289
206.707332	252.000000	45.292668
471.939283	430.000000	41.939283
506.224448	555.000000	48.775552
277.532546	285.000000	7.467454
274.396527	260.000000	14.396527
345.123681	335.620000	9.503681
330.313466	302.000000	28.313466
316.659379	309.950000	6.709379
381.799528	350.000000	31.799528
364.962052	379.900000	14.937948
298.720927	257.700000	41.020927
274.498044	280.500000	6.001956
397.440599	371.000000	26.440599
81.500505	200.000000	118.499495
438.219023	400.000000	38.219023
301.895190	299.000000	2.895190
259.845313	275.000000	15.154687
397.253326	390.000000	7.253326
482.192811	525.000000	42.807189
445.805616	400.000000	45.805616
300.978654	339.500000	38.521346
247.073100	305.000000	57.926900
401.244339	446.000000	44.755661
172.509051	215.000000	42.490949
143.049579	234.000000	90.950421
266.554139	290.000000	23.445861
217.412283	230.000000	12.587717
531.445328	427.000000	104.445328
401.920837	425.000000	23.079163
264.258256	295.000000	30.741744
761.925007	710.000000	51.925007
297.316069	314.950000	17.633931
560.581608	515.000000	45.581608
495.118046	530.000000	34.881954
210.558316	245.000000	34.441684
596.386077	495.000000	101.386077
265.692983	290.000000	24.307017
249.192323	199.000000	50.192323
375.904804	357.500000	18.404804
231.650090	290.000000	58.349910
407.154328	422.000000	14.845672
394.545535	359.900000	34.645535
301.423377	311.000000	9.576623
231.115794	254.000000	22.884206
326.512367	210.000000	116.512367
584.095062	589.450000	5.354938
289.265872	319.950000	30.684128
269.306194	299.950000	30.643806
271.406314	250.000000	21.406314
224.348023	265.000000	40.651977
277.683647	335.000000	57.316353
190.668583	249.900000	59.231417
300.748463	332.500000	31.751537
349.680770	380.000000	30.319230
137.282023	215.000000	77.717977
684.018250	674.950000	9.068250
224.509316	260.250000	35.740684
239.837498	350.500000	110.662502
373.372935	315.000000	58.372935
482.598985	375.000000	107.598985
206.177471	156.601000	49.576471
421.265824	374.950000	46.315824
251.695855	259.500000	7.804145
273.089341	353.000000	79.910659
261.642063	324.950000	63.307937
349.504074	336.500000	13.004074
232.402518	207.000000	25.402518
240.310316	258.000000	17.689684
306.375255	236.000000	70.375255
617.275107	539.500000	77.775107
384.429087	356.000000	28.429087
375.903685	348.450000	27.453685
279.637277	282.000000	2.362723
265.687277	313.999000	48.311723
137.723346	209.900000	72.176654
282.016066	361.500000	79.483934
316.370365	335.000000	18.629635
232.470520	252.000000	19.529480
337.317751	340.000000	2.682249
318.811450	323.000000	4.188550
349.923849	360.000000	10.076151
283.474410	287.200000	3.725590
450.525480	535.000000	84.474520
524.696719	419.000000	105.696719
555.620325	579.000000	23.379675
483.766417	459.950000	23.816417
496.880045	370.000000	126.880045
265.507242	293.500000	27.992758
283.800825	324.900000	41.099175
302.762908	320.000000	17.237092
462.578218	415.000000	47.578218
388.633183	394.000000	5.366817
292.952895	339.950000	46.997105
263.124974	353.500000	90.375026
376.316709	445.000000	68.683291
321.328756	339.995000	18.666244
167.196139	225.000000	57.803861
240.690593	300.000000	59.309407
285.106522	320.000000	34.893478
368.489419	380.000000	11.510581
365.056186	365.000000	0.056186
595.289557	574.000000	21.289557
358.637849	280.000000	78.637849
272.560538	267.500000	5.060538
523.859101	428.000000	95.859101
388.002860	397.000000	8.997140
586.292247	567.500000	18.792247
397.155138	337.000000	60.155138
222.651979	245.000000	22.348021
255.671796	269.950000	14.278204
398.829896	410.000000	11.170104
287.500817	290.700000	3.199183
173.494155	185.000000	11.505845
334.607325	290.000000	44.607325
334.607325	415.000000	80.392675
322.447586	242.050000	80.397586
267.123302	335.000000	67.876698
286.333623	295.000000	8.666377
380.636723	350.000000	30.636723
376.998086	355.000000	21.998086
306.673539	330.000000	23.326461
396.595959	373.500000	23.095959
354.918860	379.950000	25.031140
520.726612	700.000000	179.273388
213.949991	240.000000	26.050009
529.693633	429.900000	99.793633
505.136207	499.000000	6.136207
611.390948	448.000000	163.390948
257.357993	230.000000	27.357993
280.374672	426.500000	146.125328
271.910721	336.600000	64.689279
285.902300	325.000000	39.097700
285.902300	335.000000	49.097700
741.355504	649.500000	91.855504
258.339522	190.000000	68.339522
300.758040	319.000000	18.241960
258.317729	248.000000	10.317729
275.930452	279.000000	3.069548
337.873798	361.500000	23.626202
380.623071	278.226000	102.397071
334.569284	349.950000	15.380716
228.196112	295.000000	66.803888
479.100481	503.000000	23.899519
624.799281	560.000000	64.799281
314.442862	334.950000	20.507138
295.174402	355.900000	60.725598
292.922033	355.000000	62.077967
445.439894	465.000000	19.560106
282.442902	276.900000	5.542902
743.501568	525.000000	218.501568
459.650641	359.950000	99.700641
379.615264	392.000000	12.384736
501.020342	435.000000	66.020342
273.898617	280.000000	6.101383
395.227727	379.950000	15.277727
395.114758	350.000000	45.114758
261.298537	279.950000	18.651463
376.002668	390.000000	13.997332
498.017274	385.000000	113.017274
559.969800	450.000000	109.969800
637.920510	700.000000	62.079490
232.075250	254.000000	21.924750
391.388250	387.990000	3.398250
277.706151	300.000000	22.293849
494.467069	454.450000	40.017069
271.560759	321.000000	49.439241
257.248141	288.000000	30.751859
154.162142	175.000000	20.837858
429.264451	424.950000	4.314451
380.835452	399.950000	19.114548
730.579332	765.000000	34.420668
349.677396	470.000000	120.322604
267.942312	314.500000	46.557688
569.085557	500.000000	69.085557
273.157218	293.000000	19.842782
165.463754	249.900000	84.436246
400.207003	355.500000	44.707003
527.910070	448.000000	79.910070
583.573227	589.950000	6.376773
242.122605	264.500000	22.377395
394.106512	314.000000	80.106512
280.588587	110.000000	170.588587
548.338330	499.950000	48.388330
336.369834	254.950000	81.419834
401.190321	376.000000	25.190321
403.252140	390.000000	13.252140
286.248909	310.000000	23.751091
353.858693	485.000000	131.141307
378.881370	545.000000	166.118630
304.746079	316.000000	11.253921
251.649642	312.900000	61.250358
319.459519	375.000000	55.540481
362.959638	329.900000	33.059638
493.515710	440.000000	53.515710
241.366329	266.500000	25.133671
289.430273	295.000000	5.569727
269.055472	275.250000	6.194528
302.297973	250.000000	52.297973
318.627880	225.000000	93.627880
295.570630	272.450000	23.120630
526.143202	555.000000	28.856798
444.158407	390.000000	54.158407
825.245723	550.000000	275.245723
298.357161	326.995000	28.637839
400.460786	409.950000	9.489214
239.591929	295.000000	55.408071
528.708333	608.000000	79.291667
253.483446	305.000000	51.516554
451.126734	276.500000	174.626734
282.409081	246.500000	35.909081
287.428673	343.000000	55.571327
217.662904	261.000000	43.337096
308.382959	275.000000	33.382959
475.731189	375.000000	100.731189
286.383448	309.000000	22.616552
367.860406	410.000000	42.139594
499.181468	465.000000	34.181468
182.414812	250.000000	67.585188
691.342886	920.000000	228.657114
236.469957	237.500000	1.030043
452.514179	540.000000	87.485821
280.709089	315.000000	34.290911
625.830565	570.000000	55.830565
349.807315	610.000000	260.192685
164.242120	250.000000	85.757880
299.012275	315.000000	15.987725
372.418402	375.000000	2.581598
223.306121	260.000000	36.693879
373.664340	365.000000	8.664340
559.545126	539.950000	19.595126
257.582113	296.475000	38.892887
314.610316	190.000000	124.610316
328.874039	349.900000	21.025961
507.485056	540.000000	32.514944
346.996746	363.990000	16.993254
508.811318	419.950000	88.861318
309.268415	340.000000	30.731585
361.751899	359.950000	1.801899
213.965156	220.000000	6.034844
318.852844	328.000000	9.147156
394.288597	408.000000	13.711403
375.246665	387.865000	12.618335
346.754545	326.989000	19.765545
391.654922	419.354000	27.699078
514.793749	435.000000	79.793749
407.689101	472.000000	64.310899
392.653985	450.000000	57.346015
520.837689	572.115000	51.277311
446.003199	355.000000	91.003199
374.881208	417.838000	42.956792
353.750259	379.000000	25.249741
389.845769	383.000000	6.845769
392.148789	430.760000	38.611211
345.453244	349.990000	4.536756
452.848832	380.000000	72.848832
270.282895	345.000000	74.717105
274.659543	382.495000	107.835457
346.901604	324.747000	22.154604
315.346591	310.000000	5.346591
347.670904	362.865000	15.194096
268.413894	349.950000	81.536106
329.929746	342.000000	12.070254
380.864798	367.899000	12.965798
266.493796	342.000000	75.506204
210.683663	274.000000	63.316337
346.665837	339.989000	6.676837
412.807734	416.000000	3.192266
390.967893	399.000000	8.032107
224.995890	250.000000	25.004110
261.998409	430.000000	168.001591
387.250061	344.000000	43.250061
344.924675	320.000000	24.924675
380.734658	384.950000	4.215342
375.683951	398.096000	22.412049
226.791992	275.000000	48.208008
399.519647	513.000000	113.480353
339.842159	380.000000	40.157841
377.872044	358.000000	19.872044
420.180974	419.900000	0.280974
346.237596	383.000000	36.762404
375.889962	351.999000	23.890962
314.957918	312.000000	2.957918
380.864798	369.946000	10.918798
227.338124	274.500000	47.161876
353.000090	375.000000	21.999910
368.903502	405.000000	36.096498
401.394442	379.950000	21.444442
79.894772	193.000000	113.105228
375.324334	388.598000	13.273666
239.577904	284.000000	44.422096
323.746298	294.900000	28.846298
470.844700	395.000000	75.844700
467.008055	518.380000	51.371945
238.055195	288.000000	49.944805
397.586807	389.517000	8.069807
340.819278	374.950000	34.130722
243.276565	295.000000	51.723435
497.249054	431.000000	66.249054
323.477127	307.635000	15.842127
476.664302	398.500000	78.164302
277.991019	298.000000	20.008981
406.442034	405.000000	1.442034
248.145592	312.000000	63.854408
307.247366	305.000000	2.247366
520.400831	559.630000	39.229169
307.872463	345.000000	37.127537
347.789690	389.990000	42.200310
472.258428	531.155000	58.896572
391.698341	337.000000	54.698341
385.043362	347.500000	37.543362
524.971517	485.000000	39.971517
471.272111	570.000000	98.727889
501.025169	518.500000	17.474831
644.526292	822.500000	177.973708
438.468453	511.000000	72.531547
460.628809	532.170000	71.541191
456.666381	615.000000	158.333619
537.422061	480.000000	57.422061
463.630835	481.000000	17.369165
503.458413	548.000000	44.541587
444.106908	640.000000	195.893092
562.587658	791.500000	228.912342
567.342323	437.500000	129.842323
450.446992	450.000000	0.446992
412.054966	482.000000	69.945034
551.706049	595.000000	43.293951
635.302949	880.000000	244.697051
444.221274	531.000000	86.778726
410.386108	340.000000	70.386108
492.048005	565.000000	72.951995
582.620270	715.000000	132.379730
510.323918	650.000000	139.676082
579.898546	825.000000	245.101454
361.666687	466.000000	104.333313
637.341074	720.000000	82.658926
540.444625	700.000000	159.555375
347.340602	280.300000	67.040602
402.329340	415.000000	12.670660
472.274870	690.000000	217.725130
429.639321	492.000000	62.360679
377.466215	310.000000	67.466215
469.036046	265.000000	204.036046
472.402095	340.000000	132.402095
697.336772	780.000000	82.663228
495.908252	450.000000	45.908252
663.073066	830.000000	166.926934
588.114799	425.000000	163.114799
531.372462	715.000000	183.627538
443.885603	640.000000	196.114397
473.421157	352.950000	120.471157
470.273973	495.000000	24.726027
527.116827	650.000000	122.883173
588.229228	610.000000	21.770772
569.866622	440.000000	129.866622
660.545086	635.000000	25.545086
667.818172	775.000000	107.181828
661.041690	780.000000	118.958310
566.792791	487.250000	79.542791
518.367082	712.000000	193.632918
451.285566	805.000000	353.714434
597.190874	800.000000	202.809126
557.229429	725.000000	167.770571
500.998229	627.500000	126.501771
419.102124	430.000000	10.897876
446.372286	470.450000	24.077714
507.736362	462.000000	45.736362
567.273219	800.000000	232.726781
514.666714	800.000000	285.333286
516.676578	440.000000	76.676578
445.669634	405.000000	40.669634
492.381887	500.000000	7.618113
417.066484	510.000000	92.933516
571.997122	679.000000	107.002878
591.308364	392.450000	198.858364
581.154106	425.000000	156.154106
444.023021	695.000000	250.976979
535.349046	415.000000	120.349046
614.940329	475.000000	139.940329
636.593839	670.000000	33.406161
656.446171	579.000000	77.446171
641.988024	645.000000	3.011976
531.968114	709.000000	177.031886
411.077030	245.000000	166.077030
407.940392	350.000000	57.940392
535.368987	499.000000	36.368987
457.031923	450.000000	7.031923
478.126554	479.000000	0.873446
498.769834	335.000000	163.769834
513.687354	430.000000	83.687354
513.687354	685.000000	171.312646
492.620378	409.500000	83.120378
469.414607	660.000000	190.585393
634.204431	700.000000	65.795569
441.633598	660.000000	218.366402
388.362482	440.000000	51.637518
453.947230	625.000000	171.052770
542.480908	613.000000	70.519092
499.183833	750.000000	250.816167
452.633416	405.000000	47.633416
389.131482	389.000000	0.131482
503.397303	802.000000	298.602697
506.229653	525.000000	18.770347
480.008777	540.000000	59.991223
444.924276	480.000000	35.075724
386.221297	280.000000	106.221297
648.307201	695.000000	46.692799
512.177761	416.000000	96.177761
380.305270	440.000000	59.694730
385.406007	425.000000	39.593993
470.738017	433.500000	37.238017
766.258159	720.000000	46.258159
443.890995	390.000000	53.890995
764.275768	599.999000	164.276768
852.024015	825.000000	27.024015
447.040785	579.100000	132.059215
527.005474	552.000000	24.994526
664.119063	875.000000	210.880937
438.786728	486.700000	47.913272
495.291187	527.500000	32.208813
577.651564	912.000000	334.348436
754.851645	752.000000	2.851645
383.520072	450.000000	66.479928
598.292902	680.000000	81.707098
466.756189	400.000000	66.756189
478.031927	407.000000	71.031927
514.666553	626.500000	111.833447
689.115698	725.000000	35.884302
517.591012	775.000000	257.408988
440.410048	630.000000	189.589952
524.858279	745.000000	220.141721
551.981897	716.100000	164.118103
593.501196	720.000000	126.498804
429.992405	430.000000	0.007595
427.523736	465.000000	37.476264
499.354888	599.000000	99.645112
623.780336	547.000000	76.780336
635.535567	764.000000	128.464433
550.425285	453.000000	97.425285
631.489795	702.500000	71.010205
532.701182	798.750000	266.048818
456.622586	515.000000	58.377414
618.600941	475.000000	143.600941
480.786827	395.000000	85.786827
580.843539	549.000000	31.843539
498.583387	832.600000	334.016613
626.569215	678.500000	51.930785
439.813652	532.500000	92.686348
614.930001	767.500000	152.569999
516.645058	300.000000	216.645058
507.721103	640.000000	132.278897
465.690399	578.888000	113.197601
520.053356	480.000000	40.053356
663.349721	720.000000	56.650279
594.121394	629.000000	34.878606
677.417515	650.000000	27.417515
539.921627	730.000000	190.078373
477.481222	665.000000	187.518778
519.048028	450.000000	69.048028
479.739618	447.500000	32.239618
383.990695	370.000000	13.990695
570.305435	526.000000	44.305435
457.081266	620.000000	162.918734
606.851116	780.000000	173.148884
434.969839	510.000000	75.030161
551.463909	650.000000	98.536091
622.983156	700.000000	77.016844
528.385218	650.000000	121.614782
444.952279	360.000000	84.952279
456.347455	625.000000	168.652545
621.922857	549.000000	72.922857
490.736849	550.000000	59.263151
450.599916	393.000000	57.599916
596.971181	539.000000	57.971181
499.265741	575.575000	76.309259
390.017754	313.000000	77.017754
448.242651	320.000000	128.242651
588.591897	599.000000	10.408103
476.209457	406.100000	70.109457
457.152490	550.000000	92.847510
475.541473	355.000000	120.541473
511.076509	560.000000	48.923491
574.308012	725.000000	150.691988
679.277667	870.000000	190.722333
515.261785	499.950000	15.311785
506.083097	587.206000	81.122903
452.134713	515.000000	62.865287
580.604766	875.000000	294.395234
351.976040	280.000000	71.976040
462.751143	380.500000	82.251143
483.243603	550.000000	66.756397
424.819351	460.000000	35.180649
458.980666	345.000000	113.980666
636.322563	875.000000	238.677437
448.154713	455.000000	6.845287
574.868914	585.000000	10.131086
610.931457	785.000000	174.068543
543.658871	450.000000	93.658871
491.485559	342.000000	149.485559
592.612807	775.000000	182.387193
486.949736	565.000000	78.050264
368.213516	459.500000	91.286484
642.231412	810.000000	167.768588
605.998873	475.000000	130.998873
498.294078	382.000000	116.294078
453.537009	510.000000	56.462991
490.255954	349.950000	140.305954
416.983422	452.000000	35.016578
583.062617	601.150000	18.087383
615.870248	588.000000	27.870248
536.488842	500.000000	36.488842
580.024639	760.500000	180.475361
457.080619	470.000000	12.919381
504.800575	604.000000	99.199425
498.264937	425.000000	73.264937
456.428572	452.000000	4.428572
453.173692	428.750000	24.423692
471.701650	700.000000	228.298350
487.690666	720.000000	232.309334
531.437834	503.045000	28.392834
534.930218	569.950000	35.019782
604.250169	700.000000	95.749831
509.114449	842.000000	332.885551
397.576978	412.133000	14.556022
711.655660	715.000000	3.344340
711.655660	780.000000	68.344340
470.112319	432.500000	37.612319
477.913122	826.000000	348.086878
405.770813	587.750000	181.979187
498.292178	429.000000	69.292178
459.912316	533.000000	73.087684
553.318459	913.000000	359.681541
680.353446	685.000000	4.646554
519.703145	398.500000	121.203145
744.036222	850.000000	105.963778
690.958910	734.000000	43.041090
314.771813	275.000000	39.771813
754.823371	760.000000	5.176629
437.586978	350.000000	87.586978
455.631848	432.000000	23.631848
661.562308	550.000000	111.562308
666.239261	920.000000	253.760739
554.705112	680.200000	125.494888
672.972573	616.500000	56.472573
422.563943	475.000000	52.436057
453.590245	393.000000	60.590245
493.947043	400.000000	93.947043
618.965319	749.500000	130.534681
560.577181	495.000000	65.577181
503.137537	578.500000	75.362463
557.426912	435.000000	122.426912
496.222194	580.000000	83.777806
525.889712	530.000000	4.110288
459.413201	657.100000	197.686799
445.602507	485.000000	39.397493
550.008559	720.001000	169.992441
914.140019	829.000000	85.140019
360.436015	338.000000	22.436015
504.862429	446.000000	58.862429
527.723209	601.450000	73.726791
636.331745	695.000000	58.668255
402.165948	402.500000	0.334052
550.756084	550.000000	0.756084
492.912304	770.000000	277.087696
550.258745	525.000000	25.258745
462.697053	645.000000	182.302947
469.506359	738.000000	268.493641
486.548325	521.000000	34.451675
476.626812	436.000000	40.626812
647.001574	750.000000	102.998426
589.661535	875.000000	285.338465
299.263356	283.000000	16.263356
488.040603	397.500000	90.540603
632.016581	710.000000	77.983419
689.364915	845.000000	155.635085
549.998300	525.000000	24.998300
453.857403	270.000000	183.857403
538.726690	651.500000	112.773310
512.079576	565.000000	52.920424
435.947864	438.600000	2.652136
488.032697	355.000000	133.032697
471.206675	543.000000	71.793325
512.444628	365.000000	147.444628
451.009466	519.000000	67.990534
530.284796	565.000000	34.715204
531.946928	675.000000	143.053072
629.818083	869.900000	240.081917
513.286745	700.000000	186.713255
438.263240	397.000000	41.263240
691.526294	870.300000	178.773706
417.552456	525.000000	107.447544
566.488503	831.000000	264.511497
540.295204	680.000000	139.704796
649.636090	688.500000	38.863910
343.704869	314.963000	28.741869
431.082185	371.000000	60.082185
717.292313	857.500000	140.207687
415.655152	355.000000	60.655152
470.975538	350.000000	120.975538
496.743858	550.000000	53.256142
590.004826	535.000000	55.004826
705.959688	800.000000	94.040312
547.269691	680.000000	132.730309
478.069750	397.500000	80.569750
276.268756	238.000000	38.268756
670.116796	780.000000	109.883204
507.132409	539.000000	31.867591
514.849283	577.500000	62.650717
491.041476	349.000000	142.041476
396.961050	395.000000	1.961050
338.138445	259.250000	78.888445
520.525886	580.000000	59.474114
550.926944	549.000000	1.926944
665.931402	875.000000	209.068598
434.622579	488.000000	53.377421
514.021266	543.000000	28.978734
665.163548	760.000000	94.836452
490.927073	430.000000	60.927073
628.087062	781.000000	152.912938
522.569388	605.000000	82.430612
540.924779	527.950000	12.974779
479.828536	551.000000	71.171464
488.590419	698.000000	209.409581
645.142536	696.500000	51.357464
477.714239	444.000000	33.714239
519.590162	570.000000	50.409838
346.795453	390.000000	43.204547
404.422424	409.950000	5.527576
491.269435	445.000000	46.269435
466.638633	550.000000	83.361367
687.908327	597.000000	90.908327
586.016072	471.001000	115.015072
527.006016	549.000000	21.993984
561.342180	705.000000	143.657820
522.523106	418.000000	104.523106
555.777292	549.000000	6.777292
486.210941	575.000000	88.789059
751.521832	765.000000	13.478168
653.586260	705.000000	51.413740
548.560721	712.500000	163.939279
421.717061	409.950000	11.767061
731.442962	870.000000	138.557038
421.210294	535.000000	113.789706
514.719792	470.000000	44.719792
420.816314	580.000000	159.183686
607.782407	662.500000	54.717593
402.512853	403.000000	0.487147
529.366791	705.000000	175.633209
521.143811	575.000000	53.856189
577.807290	570.000000	7.807290
407.748988	365.000000	42.748988
591.834272	725.000000	133.165728
464.669055	445.434000	19.235055
394.779862	525.000000	130.220138
451.124638	430.000000	21.124638
