method,task,split,sample_idx,prediction,true_label,residual
shat-LGBM,"(98103,)",train,220,487.1837652568951,428.75,-162.0660334726217
shat-LGBM,"(98103,)",train,221,457.2747329937775,700.0,-443.767729656948
shat-LGBM,"(98103,)",train,222,567.9834428454245,720.0,-431.19634904999407
shat-LGBM,"(98103,)",train,223,327.31307950744844,503.045,58.91224256764514
shat-LGBM,"(98103,)",train,224,447.3479231152204,569.95,-311.23340050805933
shat-LGBM,"(98103,)",train,225,662.1773029210126,700.0,-354.3023316843004
shat-LGBM,"(98103,)",train,226,614.5118928651979,842.0,-488.53516557369096
shat-LGBM,"(98103,)",train,227,381.0427072473387,412.133,-170.9381899313824
shat-LGBM,"(98103,)",train,228,658.2096308079037,715.0,-75.90354404594189
shat-LGBM,"(98103,)",train,229,675.4370078511996,780.0,-140.90354404594189
shat-LGBM,"(98103,)",train,230,450.6818359846746,432.5,-145.43356773451472
shat-LGBM,"(98103,)",train,231,443.4103116868971,826.0,-572.3249115078609
shat-LGBM,"(98103,)",train,232,408.7289597843196,587.75,-351.747555740758
shat-LGBM,"(98103,)",train,233,433.0024198108628,429.0,109.94229168835898
shat-LGBM,"(98103,)",train,234,405.7138461580653,533.0,-68.41723224912806
shat-LGBM,"(98103,)",train,235,666.2530782534125,913.0,-604.7538667220234
shat-LGBM,"(98103,)",train,236,631.2659964824544,685.0,-306.63774962663376
shat-LGBM,"(98103,)",train,237,776.7632084887451,1008.0,-366.3002799643907
shat-LGBM,"(98103,)",train,238,482.3689316596454,398.5,75.72231923519774
shat-LGBM,"(98103,)",train,239,646.5370308286865,850.0,-437.3395683934824
shat-LGBM,"(98103,)",train,240,703.9926207753962,734.0,252.06469758447736
shat-LGBM,"(98103,)",train,241,221.3404288259475,275.0,-142.22929183376613
shat-LGBM,"(98103,)",train,242,881.146136711298,760.0,738.5472224465432
shat-LGBM,"(98103,)",train,243,478.0837358774339,350.0,-113.99755574075797
shat-LGBM,"(98103,)",train,244,409.40787011172887,432.0,-143.65091506865627
shat-LGBM,"(98103,)",train,245,792.9884977516167,550.0,621.2125628529864
shat-LGBM,"(98103,)",train,246,755.487282124805,920.0,-171.3343825519039
shat-LGBM,"(98103,)",train,247,539.5935158031924,680.2,-424.97796716796216
shat-LGBM,"(98103,)",train,248,680.484941678766,616.5,-26.67863763691821
shat-LGBM,"(98103,)",train,249,379.64382748580823,475.0,-247.0581490560446
shat-LGBM,"(98103,)",train,250,440.1279876010996,393.0,-109.10394580452697
shat-LGBM,"(98103,)",train,251,476.68400111280954,400.0,97.51916884068248
shat-LGBM,"(98103,)",train,252,705.0962865741675,749.5,-324.70642387391524
shat-LGBM,"(98103,)",train,253,590.2276003715748,495.0,-218.22350709419504
shat-LGBM,"(98103,)",train,254,518.3653644952847,578.5,-232.80233168430038
shat-LGBM,"(98103,)",train,255,433.0024198108628,435.0,62.51916884068248
shat-LGBM,"(98103,)",train,256,411.79835850145884,580.0,-336.41871124331817
shat-LGBM,"(98103,)",train,257,480.4977586785735,530.0,-215.2797659326735
shat-LGBM,"(98103,)",train,258,526.4422730141351,657.1,-403.4249115078609
shat-LGBM,"(98103,)",train,259,401.4576531295686,485.0,-17.82948001554854
shat-LGBM,"(98103,)",train,260,548.5416224063986,720.001,-297.6072785345148
shat-LGBM,"(98103,)",train,261,1065.015823314671,829.0,932.030106950195
shat-LGBM,"(98103,)",train,262,363.6755878972125,338.0,-80.37353304097081
shat-LGBM,"(98103,)",train,263,543.5891988521971,446.0,-157.65091506865627
shat-LGBM,"(98103,)",train,264,641.3099226280242,601.45,-18.008916597161146
shat-LGBM,"(98103,)",train,265,831.681559947405,965.0,-393.88586213503925
shat-LGBM,"(98103,)",train,266,778.2886428695424,695.0,249.67464867818342
shat-LGBM,"(98103,)",train,267,311.6243090641507,402.5,102.64723822735357
shat-LGBM,"(98103,)",train,268,641.1234402071178,550.0,-156.77673354739937
shat-LGBM,"(98103,)",train,269,610.6315753858821,770.0,-203.00948206867145
shat-LGBM,"(98103,)",train,270,480.5407829494655,525.0,-268.767729656948
shat-LGBM,"(98103,)",train,271,505.6206430437675,645.0,-391.78546807266343
shat-LGBM,"(98103,)",train,272,487.60263147989167,738.0,-415.5798823643143
shat-LGBM,"(98103,)",train,273,458.08902975664444,521.0,-23.480831159317518
shat-LGBM,"(98103,)",train,274,484.89233428568633,436.0,67.09437802129344
shat-LGBM,"(98103,)",train,275,596.5254245613118,750.0,-396.53516557369096
shat-LGBM,"(98103,)",train,276,671.7860956120585,875.0,-422.8873400164634
shat-LGBM,"(98103,)",train,277,399.9085858570762,283.0,-30.61393888180106
shat-LGBM,"(98103,)",train,278,521.1357026140593,397.5,-51.802331684300384
shat-LGBM,"(98103,)",train,279,631.4301073470932,710.0,-443.88794607616995
shat-LGBM,"(98103,)",train,280,781.9271074436547,845.0,-165.6222015347863
shat-LGBM,"(98103,)",train,281,940.5553258384768,1105.0,-463.3002799643907
shat-LGBM,"(98103,)",train,282,708.5779501384931,525.0,125.10431357176412
shat-LGBM,"(98103,)",train,283,326.6817886760913,270.0,-54.271306701825324
shat-LGBM,"(98103,)",train,284,624.6687920144798,651.5,314.4825914182527
shat-LGBM,"(98103,)",train,285,547.5351066412518,565.0,-254.28432664404215
shat-LGBM,"(98103,)",train,286,326.6817886760913,438.6,-222.87130670182535
shat-LGBM,"(98103,)",train,287,479.00334740034594,355.0,-88.31603347262171
shat-LGBM,"(98103,)",train,288,935.8311518418172,1125.0,-297.4179969316832
shat-LGBM,"(98103,)",train,289,468.9432459344243,543.0,-18.9607306094897
shat-LGBM,"(98103,)",train,290,534.5660473707802,365.0,-88.22350709419504
shat-LGBM,"(98103,)",train,291,390.0414888486581,519.0,-257.3555531779902
shat-LGBM,"(98103,)",train,292,587.6664779824611,565.0,-140.20642387391524
shat-LGBM,"(98103,)",train,293,572.0528234330478,675.0,-250.20642387391524
shat-LGBM,"(98103,)",train,294,724.2849202779179,869.9,-280.0786376369182
shat-LGBM,"(98103,)",train,295,603.5213594750519,700.0,-336.48251039039167
shat-LGBM,"(98103,)",train,296,442.0262072724555,397.0,-108.19634904999407
shat-LGBM,"(98103,)",train,297,712.3074630619008,870.3,-444.59544953059697
shat-LGBM,"(98103,)",train,298,397.7796130973377,525.0,-297.0581490560446
shat-LGBM,"(98103,)",train,299,655.5047234419172,831.0,-405.295449530597
shat-LGBM,"(98103,)",train,300,557.5509314720573,680.0,-391.6509150686563
shat-LGBM,"(98103,)",train,301,635.198978379851,688.5,-240.4448107431919
shat-LGBM,"(98103,)",train,302,394.62166081482735,314.963,-78.960555740758
shat-LGBM,"(98103,)",train,303,357.6214761404087,371.0,-63.71277555229358
shat-LGBM,"(98103,)",train,304,800.4285459209672,857.5,336.8991542383669
shat-LGBM,"(98103,)",train,305,329.39018121739167,355.0,150.14723822735357
shat-LGBM,"(98103,)",train,306,395.81217056633847,350.0,118.40939406628013
shat-LGBM,"(98103,)",train,307,524.0336675344931,550.0,17.806833821484247
shat-LGBM,"(98103,)",train,308,415.25999421651375,535.0,-263.1236676632462
shat-LGBM,"(98103,)",train,309,1028.8485408577556,1000.0,194.39915423836692
shat-LGBM,"(98103,)",train,310,702.8487921208671,800.0,-231.41093300709292
shat-LGBM,"(98103,)",train,311,592.5211422107575,680.0,-85.0772863896359
shat-LGBM,"(98103,)",train,312,433.0024198108628,397.5,100.01916884068248
shat-LGBM,"(98103,)",train,313,290.6723047491953,238.0,353.16879141491256
shat-LGBM,"(98103,)",train,314,762.5158798867172,780.0,-163.00044005351344
shat-LGBM,"(98103,)",train,315,480.04085412379953,539.0,-250.65091506865627
shat-LGBM,"(98103,)",train,316,542.6489513246904,577.5,-289.1509150686563
shat-LGBM,"(98103,)",train,317,425.20957397774475,349.0,148.51916884068248
shat-LGBM,"(98103,)",train,318,374.43117722309967,395.0,-137.33243733679268
shat-LGBM,"(98103,)",train,319,392.6645888276157,259.25,-1.5824373367926796
shat-LGBM,"(98103,)",train,320,470.0856510992521,580.0,-268.8803043795446
shat-LGBM,"(98103,)",train,321,506.7693979018669,549.0,12.58099259516598
shat-LGBM,"(98103,)",train,322,721.4907142370974,875.0,-597.4333338861907
shat-LGBM,"(98103,)",train,323,401.1695526468939,488.0,-234.7854680726634
shat-LGBM,"(98103,)",train,324,409.40787011172887,543.0,-275.2212127226327
shat-LGBM,"(98103,)",train,325,600.6462389574475,760.0,-482.4333338861906
shat-LGBM,"(98103,)",train,326,468.9432459344243,430.0,94.0392693905103
shat-LGBM,"(98103,)",train,327,686.1161627775986,781.0,-161.01976281337693
shat-LGBM,"(98103,)",train,328,605.9388248735198,605.0,-10.077286389635901
shat-LGBM,"(98103,)",train,329,593.6468667613044,527.95,69.70469531290166
shat-LGBM,"(98103,)",train,330,466.7323149986614,551.0,-297.78546807266343
shat-LGBM,"(98103,)",train,331,511.1744548254169,698.0,-444.78546807266343
shat-LGBM,"(98103,)",train,332,727.7716979009231,696.5,62.852150516363395
shat-LGBM,"(98103,)",train,333,337.6800488789593,444.0,67.21346566904617
shat-LGBM,"(98103,)",train,334,504.27462642571135,570.0,186.17823648129763
shat-LGBM,"(98103,)",train,335,365.66929793649933,390.0,-174.6972116338597
shat-LGBM,"(98103,)",train,336,417.0276343184586,409.95,-128.23987027168755
shat-LGBM,"(98103,)",train,337,456.07235547271034,445.0,-187.33243733679268
shat-LGBM,"(98103,)",train,338,448.7432229025761,550.0,-266.103945804527
shat-LGBM,"(98103,)",train,339,665.3555754893166,597.0,366.41751048508763
shat-LGBM,"(98103,)",train,340,570.2765007534389,471.001,126.65369531290173
shat-LGBM,"(98103,)",train,341,448.95150816212487,549.0,-68.68223826141724
shat-LGBM,"(98103,)",train,342,623.4090653539957,705.0,239.67464867818342
shat-LGBM,"(98103,)",train,343,534.7287147549639,418.0,4.393721465485157
shat-LGBM,"(98103,)",train,344,563.2551916206257,549.0,45.965853530387676
shat-LGBM,"(98103,)",train,345,483.61817401270986,575.0,-308.3160334726217
shat-LGBM,"(98103,)",train,346,742.916771580106,765.0,165.53585442800318
shat-LGBM,"(98103,)",train,347,628.1612583217337,705.0,-93.768279543586
shat-LGBM,"(98103,)",train,348,603.0164124466551,712.5,-319.2767335473994
shat-LGBM,"(98103,)",train,349,468.014458988443,409.95,186.79001488146076
shat-LGBM,"(98103,)",train,350,676.9613460313536,870.0,-476.7767335473994
